user_id,avg_daily_listening_hours,skip_rate_pct
42137,0.65,34.71
37395,1.3,21.48
26668,2.13,7.37
26117,3.61,93.19
11002,2.45,17.55
28479,0.32,15.21
5431,1.13,34.55
24046,3.04,
39046,2.95,
38048,0.79,5.92
18947,2.13,18.31
30256,0.76,29.03
6797,0.71,36.75
16370,1.76,26.32
49363,1.45,18.89
9960,,12.95
48447,0.71,16.25
15832,3.07,24.5
30297,1.15,22.68
25845,1.76,20.44
11360,0.3,23.33
860,3.68,24.83
27161,1.88,8.92
2849,0.48,23.85
39991,1.38,12.12
12637,1.56,15.64
38599,1.6,21.99
37766,1.76,14.57
31853,2.14,13.97
12670,2.33,22.96
5560,1.15,23.73
33025,0.83,38.33
32889,2.08,25.12
7783,0.96,26.16
25628,0.83,17.9
29772,2.68,32.78
26129,0.96,27.1
10895,2.74,25.19
49063,6.72,89.29
17436,3.15,16.43
17355,3.69,26.56
24232,3.36,20.43
14826,2.05,36.47
16696,8.399999999999999,28.23
5424,1.37,27.97
31152,1.01,3.95
39205,3.64,29.13
4887,1.95,
41234,0.32,20.78
47474,0.61,19.56
39419,1.91,15.18
37279,1.23,19.79
21471,0.67,22.24
17454,1.38,18.65
46190,1.13,31.98
21338,0.58,26.53
26144,0.17,20.5
40640,5.15,76.46
9620,2.58,
20571,,22.83
22168,,28.08
29798,1.38,0.0
34429,1.83,26.06
26929,1.72,21.3
35800,1.69,26.87
2944,0.45,35.33
42647,2.98,13.4
34076,4.77,79.73
42960,4.15,63.58
4876,1.61,14.47
41150,1.63,22.16
44994,4.27,81.46
25947,1.89,16.67
46928,2.88,34.97
12102,1.49,17.98
5501,1.57,23.36
15904,0.29,23.7
19103,3.25,39.93
37540,2.22,-29.92
46132,1.37,13.34
46257,1.11,11.56
27475,1.86,23.74
235,0.83,24.39
44663,2.35,19.38
24567,2.84,28.25
21712,,40.47
26590,1.11,15.5
3755,2.96,
2145,1.74,15.15
38945,1.1,37.6
45225,0.54,
33834,1.88,24.72
45666,2.37,34.61
30170,0.39,28.18
46392,1.9,
5503,1.92,18.35
363,2.66,21.5
33615,3.42,23.54
45073,1.15,19.3
34604,3.98,7.08
41036,2.82,1.33
7797,0.38,17.36
28537,2.91,16.31
25444,1.95,23.33
49797,,19.85
18380,2.32,
31004,2.26,29.48
42415,1.24,29.7
4651,2.34,16.1
43401,2.14,11.89
29504,1.3,25.68
37905,2.61,31.59
40804,0.61,20.4
4635,1.52,14.06
37754,0.68,40.06
12666,1.87,26.28
40718,4.44,98.0
2837,1.74,4.99
35500,0.68,20.16
24207,1.83,13.04
15395,0.84,18.38
20118,4.08,
24655,0.82,28.13
12629,,20.37
905,1.05,23.73
11474,,27.04
40639,0.75,15.8
31378,1.44,24.28
23873,0.73,29.24
10971,1.55,11.17
33644,0.53,18.17
9994,1.43,29.8
13485,0.71,18.82
1949,1.5,30.3
13471,0.35,23.2
28125,1.2,13.02
13114,0.72,26.56
40223,2.35,26.93
4809,2.53,35.67
3036,2.07,17.81
34337,1.6,21.56
22331,1.84,
38758,,22.21
44730,2.94,22.9
20737,1.5,22.25
17547,2.47,16.23
13143,0.81,31.02
30572,1.03,15.47
33989,1.27,35.59
8961,2.41,81.55
11262,1.37,29.19
41287,,33.86
26965,1.3,21.27
27484,0.5,29.28
16403,0.7,22.29
36236,2.4,10.42
48676,1.33,21.56
46327,0.88,31.08
19918,2.44,
16428,1.47,10.83
32804,1.95,30.53
20335,0.54,21.39
29875,3.86,76.84
12394,0.88,23.0
8652,,108.0
11734,1.96,28.31
42103,,22.78
16003,0.63,36.04
28205,3.05,77.78
19777,0.5,
4958,0.84,24.32
23811,1.58,28.2
49578,0.66,16.38
19812,1.82,37.05
4954,3.66,84.67
770,1.6,37.79
40632,1.59,18.96
20740,0.92,33.51
49949,2.96,
43789,0.78,37.71
19288,0.58,
18889,3.56,21.31
9946,1.64,23.67
39150,1.24,28.67
42134,0.81,11.675
13743,2.61,21.59
35954,3.49,30.73
44445,2.3,25.34
3825,5.44,
39245,1.86,83.73
8145,1.78,37.86
49922,1.16,25.82
29110,6.67,
9633,0.45,15.58
26278,1.82,10.7
20159,6.53,75.74
45519,1.4,25.59
32348,0.78,14.12
11056,0.74,31.73
31632,1.44,18.12
7080,1.49,16.13
49638,0.98,31.48
32063,1.1,30.3
20964,1.07,27.9
7473,0.57,10.91
3420,2.26,42.15
44224,3.14,19.35
46059,1.35,27.93
4280,1.89,16.21
9832,0.76,18.41
26960,1.24,5.58
37873,3.68,6.9
48276,1.31,21.78
3520,2.53,12.84
39898,0.56,15.12
2168,0.72,27.58
41222,2.38,23.81
10324,2.29,14.7
6711,5.16,90.0
4362,1.22,29.24
1697,0.89,15.9
37122,0.77,31.8
25171,2.31,67.22
12028,6.9,100.0
15824,3.55,29.21
10584,3.34,82.93
34375,2.83,18.13
28317,1.44,32.91
7158,1.88,21.32
40607,5.03,86.96
36013,0.65,31.55
19916,2.34,27.99
4554,2.37,19.7
27168,2.03,11.88
5844,0.24,20.23
16690,5.06,79.53
29605,1.94,18.35
22171,1.54,24.89
34162,2.13,9.06
22554,0.71,
40441,1.06,18.66
17686,1.5,20.86
6346,0.96,
25180,2.95,28.99
34496,0.35,19.74
46839,1.27,21.73
12579,1.85,20.72
20665,1.03,29.59
29175,1.85,11.68
9002,6.56,73.61
21774,0.63,17.93
32316,1.71,0.0
48150,1.95,16.73
29865,1.41,14.98
40555,1.57,24.17
29830,2.29,10.8
45029,2.25,12.37
8148,1.06,22.86
29633,,21.3
21681,2.13,18.59
20007,2.15,23.46
12689,0.96,21.94
44823,1.26,24.87
10632,0.76,23.56
18185,2.33,21.12
12155,2.4,16.76
24702,0.9,20.11
12775,1.83,34.51
5447,6.6000000000000005,23.43
32822,0.78,26.61
16771,1.14,37.23
15149,0.46,11.81
13063,1.83,80.81
38725,0.69,21.46
14631,1.07,27.14
23436,0.76,29.15
48166,0.26,32.77
36078,0.39,9.53
33860,3.63,15.91
1419,0.86,28.26
26279,1.47,31.87
29486,0.37,23.47
632,3.31,32.15
2358,0.82,17.68
13097,1.11,21.36
12317,0.82,27.62
9050,1.7,21.53
46081,3.8,13.06
40958,0.29,26.75
4715,4.16,20.94
23828,2.27,29.7
30942,1.38,28.46
28788,0.9,39.17
46022,2.3,8.22
14091,3.58,8.51
40020,1.06,20.7
30459,1.14,21.54
32461,2.22,14.42
32841,1.53,19.75
15378,0.86,34.93
12489,0.6,12.25
27083,1.52,15.98
30300,1.41,19.95
28148,1.19,19.27
7711,2.61,22.39
21189,4.39,19.28
16381,3.02,20.31
29737,0.71,10.82
42935,0.73,26.74
46476,1.83,25.33
1255,3.36,29.0
31267,1.11,18.93
858,0.64,33.02
43306,0.68,31.76
34406,0.77,18.8
10221,5.31,88.76
27578,1.71,21.26
5514,2.52,25.72
45918,1.59,30.04
13307,0.62,0.0
36144,1.16,25.43
36839,1.88,30.23
8392,0.7,36.54
28895,,12.18
6326,,26.87
25526,0.73,36.64
5889,0.62,31.5
21359,3.2,69.28
24948,1.14,5.29
44376,0.32,25.98
14241,2.62,23.71
33028,0.35,30.73
8815,,28.23
31443,,74.54
38684,1.28,17.34
21573,1.64,19.56
3600,0.8,15.07
35441,0.79,23.82
28042,2.7,22.86
41697,2.35,38.33
34322,0.95,7.44
60,2.08,17.42
26687,1.32,19.29
41318,0.9,38.1
38021,0.79,25.78
3113,3.64,21.54
42682,1.57,22.71
29520,1.35,22.58
13086,1.25,26.22
6245,0.9,29.12
1472,1.99,7.64
42081,2.63,35.53
22533,1.48,15.55
28331,1.21,20.9
23204,0.95,8.29
16532,2.49,26.35
6226,3.23,74.32
36380,0.68,23.12
41147,1.24,23.69
46583,,12.75
22429,0.83,24.71
38543,1.78,29.11
26500,1.06,36.76
40179,2.48,26.85
38559,2.26,19.46
31657,2.97,29.91
40330,4.0,99.31
44415,7.22,12.47
27129,2.72,19.71
49971,,29.17
44170,3.15,21.97
15516,1.34,14.66
22423,5.24,80.23
21560,2.09,26.37
49556,1.12,10.84
24416,1.83,22.65
34022,5.08,97.35
9871,4.52,93.96
26194,1.19,32.32
11925,0.65,28.05
28327,1.05,24.05
12660,0.44,14.29
3350,2.04,39.67
40271,1.18,30.16
30226,2.25,20.51
16295,0.83,27.83
31121,2.15,33.93
24529,1.47,12.43
17120,3.95,34.97
16436,1.98,26.91
31968,1.44,31.67
30668,1.17,25.51
33977,,15.7
40782,1.07,27.450000000000003
517,2.34,21.47
35295,0.75,26.27
33120,3.4,81.42
49135,1.32,12.76
45466,,29.56
34069,2.26,26.45
24757,1.81,
16573,1.08,20.42
36823,4.81,88.05
36385,,27.9
35156,2.22,22.33
12554,4.53,63.81
9340,1.25,27.85
11587,1.6,68.4
34951,0.93,14.72
44667,1.49,15.32
16142,0.72,17.51
34349,1.0,-26.68
12785,0.63,16.99
49045,1.08,17.91
61,1.38,21.01
39571,3.22,88.86
18500,2.94,17.75
49259,2.51,-25.99
24894,1.54,31.46
35375,1.65,13.99
10815,0.96,14.38
44308,1.42,15.02
43587,3.87,
29337,4.99,79.06
11188,1.16,25.98
22284,1.22,17.49
23477,2.11,26.7
103,1.69,17.31
39670,2.32,
27181,1.14,17.46
42462,4.75,80.62
3124,4.8,29.42
35194,,23.7
7644,0.96,16.98
48567,0.39,17.5
25738,1.33,9.21
11897,0.66,22.94
37516,1.7,10.72
1546,1.5,-13.49
16577,0.53,21.95
18107,1.97,27.65
23584,0.9,24.66
34184,1.14,10.66
47068,2.12,6.79
8896,1.34,16.59
992,3.42,22.99
45300,,3.76
22148,5.7,13.64
15672,1.61,22.87
28367,2.78,21.53
24640,2.36,25.33
47615,0.3,
33846,1.26,19.96
5600,1.38,20.67
49129,4.92,90.36
5492,2.46,26.29
8078,1.17,22.56
1228,1.02,22.08
7780,0.37,24.66
43117,6.05,76.63
15072,1.49,13.09
46383,0.52,22.68
17335,1.0,16.53
49417,2.04,94.71
17272,0.98,9.73
18650,4.83,76.72
12234,0.72,13.13
41712,2.86,16.35
8808,3.95,16.71
30150,0.71,24.35
29802,1.02,34.05
28583,7.11,89.51
12879,0.87,18.51
48836,1.41,31.94
6460,3.33,11.79
32447,3.36,19.39
21968,,27.99
18865,1.91,20.21
15571,,30.7
44216,1.29,26.41
38399,4.17,88.24
8457,1.97,39.2
28049,1.38,19.68
26919,0.48,30.27
10940,1.33,18.95
42459,2.92,9.87
32102,1.35,19.65
32769,2.17,20.44
31893,1.43,22.16
16405,1.69,26.89
41863,1.55,22.81
31527,4.0,26.1
1158,1.34,15.41
40625,0.29,19.1
49603,1.33,32.32
10212,1.29,16.95
13609,,30.16
26076,,21.34
49889,3.26,75.37
21527,1.07,26.27
27838,3.01,18.35
3918,1.39,27.0
40519,0.61,19.94
6,2.64,7.64
36274,,12.93
48329,0.87,20.66
48032,0.84,33.93
19122,2.12,17.97
17570,1.54,19.4
38450,3.45,11.76
25381,0.91,23.07
17980,1.59,20.08
45204,2.09,19.65
36076,3.79,13.26
29872,2.53,24.49
32240,0.63,27.67
46871,1.61,
30803,3.68,26.48
18833,5.12,9.63
36655,0.96,6.78
17131,2.62,28.08
2903,2.83,28.2
42111,0.23,16.61
5247,,21.48
24835,0.43,25.35
38689,0.55,16.55
1604,1.51,25.13
10308,2.88,29.21
36370,0.49,
49112,4.96,83.9
49828,1.54,25.55
24570,0.51,32.26
27504,1.12,17.72
33456,0.37,20.78
18895,7.92,73.01
40507,1.4,28.84
13765,0.84,16.61
12375,0.42,37.94
1315,0.67,16.09
27047,1.88,15.48
40187,2.75,21.66
2271,1.77,15.54
42651,0.96,72.74
3265,0.71,25.81
2725,1.9,32.58
11300,1.35,12.72
15139,0.81,22.16
23801,0.18,14.69
27597,2.24,27.45
23081,1.76,31.3
7653,2.8,14.46
2656,2.88,26.55
41704,3.08,32.5
49703,3.14,21.46
28717,1.71,31.31
27861,2.17,18.71
21865,1.92,1.07
36938,0.78,22.4
23693,2.44,78.89
3369,2.42,23.65
24657,1.24,21.62
39331,5.67,93.17
651,1.56,21.39
33946,2.73,35.37
30765,4.72,24.74
21260,0.8,20.34
42008,1.15,13.45
48984,0.38,4.32
30340,1.61,23.91
8486,1.91,15.45
1299,,35.94
26098,0.63,31.44
3570,2.43,28.54
22552,1.68,15.62
30091,3.0,
7873,3.46,96.87
9654,2.46,74.87
31676,1.02,35.19
29027,0.5,11.34
38404,12.96,15.67
27649,1.05,14.3
17678,2.44,27.38
13072,2.37,14.71
24676,,95.92
20221,1.52,31.74
38796,5.95,76.3
24076,2.34,10.62
18132,0.36,
552,0.44,37.28
19402,,21.3
31641,1.94,33.59
46308,1.04,13.84
29173,1.48,33.22
20840,1.33,27.08
32662,3.87,81.36
5378,1.17,16.59
11285,1.32,32.48
17346,1.06,24.22
46599,1.03,17.47
6243,0.29,18.78
35931,2.26,27.69
29928,1.31,19.54
36728,1.57,
33235,1.32,28.79
36948,0.58,31.38
20816,2.56,17.24
9014,0.26,21.69
1445,0.97,18.91
7615,4.34,83.22
3760,1.71,21.96
32772,4.93,20.56
345,0.57,22.39
13680,4.69,20.71
32201,17.94,87.27
43459,0.82,19.08
18748,2.38,28.14
33733,2.25,12.91
25533,1.17,30.87
46189,1.53,31.53
37763,1.7,18.93
49403,1.49,33.67
8607,3.31,34.85
12856,0.71,25.59
6906,8.040000000000001,3.54
48011,0.89,18.07
4771,1.7,31.35
8434,1.89,24.11
48602,0.86,10.55
39735,0.59,32.38
29413,1.19,16.1
7701,1.97,15.5
33949,1.78,31.36
40175,,31.4
26062,1.99,25.32
46300,1.9,28.59
37942,3.03,18.86
44485,1.78,24.71
33000,4.83,72.21
30232,2.08,16.12
2789,1.12,
47995,2.04,17.24
14530,0.39,
38809,,
24265,1.56,11.17
47787,6.63,76.61
43033,3.36,26.72
33393,1.87,16.28
2249,1.52,24.34
47473,0.76,89.57
42751,0.91,41.85
39484,1.12,30.17
40781,2.22,37.85
45980,0.33,20.52
40504,3.9,18.67
15400,0.47,0.0
19850,2.32,29.2
49079,2.2,19.09
42516,2.73,23.6
23017,,25.57
25970,2.18,16.44
47373,0.81,19.13
42235,2.26,10.63
11572,0.99,24.79
24016,1.29,8.18
22829,1.86,6.04
15858,4.68,17.57
46626,2.24,21.8
46721,0.43,14.19
28550,0.79,16.98
39111,1.17,16.9
23097,6.37,81.35
35448,2.45,25.56
24343,,24.26
34829,2.17,24.01
27640,2.59,
15291,1.26,25.96
31463,2.4,88.61
8142,4.94,89.37
28712,3.32,24.41
39574,,86.6
15777,,27.32
42391,0.94,24.17
1856,0.99,24.22
26486,1.67,22.86
17344,2.96,7.87
30233,1.3,27.06
35088,3.84,28.55
40186,1.99,10.56
38473,0.44,24.42
37936,1.76,
35332,1.06,23.68
42576,2.08,21.24
20344,1.01,12.26
11663,5.6,86.25
3791,3.44,17.28
43731,1.82,16.67
18365,2.48,17.48
12901,0.69,26.52
7213,0.64,14.5
39815,2.74,27.04
6802,2.09,28.37
47004,,15.87
38245,1.3,9.74
33876,1.53,14.33
10805,2.21,
19909,1.66,13.95
42110,1.35,16.04
29441,2.27,
25575,2.73,28.35
32047,0.76,14.36
25826,2.9,24.9
40655,2.28,26.6
2340,6.61,16.33
47909,2.39,21.86
17840,2.42,13.0
30842,0.85,29.55
9181,1.74,37.74
16869,2.54,79.28
13855,3.14,25.64
5522,1.77,21.8
6206,2.29,
46703,1.48,25.02
35683,0.97,20.21
37202,2.91,28.52
31849,,39.12
32900,0.72,16.15
27006,1.69,13.61
43853,3.22,27.81
39247,0.79,15.52
21497,0.94,35.17
3202,1.22,10.18
40028,5.68,91.93
4336,1.23,22.76
24106,1.03,15.0
23159,1.08,12.32
39858,1.76,27.01
42652,0.8,19.86
4627,1.96,16.89
3964,1.69,47.84
34245,1.61,21.53
3346,1.02,18.47
45190,4.19,21.23
17202,1.27,19.18
1240,3.17,29.17
42361,,22.84
45155,5.58,75.38
17894,1.42,28.43
7540,0.54,15.21
29352,2.02,30.7
16410,1.78,23.79
47228,0.98,21.06
33070,1.52,19.96
43176,1.33,18.69
16728,0.2,12.56
8636,1.37,37.07
37775,0.84,31.95
14270,1.6,13.14
27005,0.37,
21884,0.68,88.46
38011,,27.22
47101,2.37,15.95
26520,4.24,23.11
28431,1.47,33.51
17662,1.07,
3986,3.28,21.52
10730,,23.72
16836,,34.09
13074,2.73,21.05
20993,,11.13
37094,,12.52
6708,1.18,15.39
34726,2.53,14.89
27538,7.97,68.77
40439,2.69,23.07
5429,1.01,
34920,1.37,15.59
13728,0.68,31.52
11785,,27.65
2483,2.35,21.76
26336,2.09,10.8
16485,0.34,28.72
4849,2.69,19.04
34645,3.78,12.01
34715,4.21,17.69
42287,4.78,
42485,1.29,23.06
24304,2.66,28.92
35106,0.93,27.17
47853,2.67,19.57
35343,2.05,20.81
25658,2.72,22.39
3169,2.27,23.37
30133,0.89,26.66
16128,2.43,8.57
18181,3.7,15.39
5944,1.26,27.78
1780,0.77,17.73
26894,4.81,84.92
17133,4.89,37.07
4071,,18.18
26547,1.99,17.14
32935,1.79,14.47
39717,4.66,25.07
38341,1.55,71.075
26999,11.95,87.08
43325,1.58,11.25
11963,2.49,25.32
48998,1.52,15.06
7750,1.45,25.77
2752,2.17,13.38
8270,1.92,40.67
45024,1.35,25.61
15405,0.28,2.0
44081,1.26,27.19
45400,,88.78
73,1.37,
41810,0.21,25.23
27580,1.46,17.96
10538,6.540000000000001,22.35
12460,1.25,36.74
44948,2.26,24.55
38857,3.45,28.57
12189,2.15,83.85
41981,2.94,18.09
39093,0.67,24.94
33496,3.21,79.79
29127,2.68,18.52
40231,1.33,27.35
7764,1.06,8.0
2662,0.38,19.7
42400,1.16,22.17
20954,0.11,33.48
24233,0.75,22.72
5811,1.85,19.87
36630,0.83,15.4
48833,2.58,94.02
42693,1.85,79.94
26457,2.2,24.61
44851,0.95,27.98
48142,1.45,27.46
4858,2.27,18.63
42063,2.17,22.81
2760,0.53,6.09
15881,4.98,84.77
26611,0.79,19.4
24470,0.6,29.73
37514,1.3,25.76
30949,2.34,19.89
5138,1.96,91.59
12709,8.69,84.08
40207,1.22,18.95
975,2.45,11.08
42319,1.18,16.28
4655,1.56,17.92
36270,2.23,21.28
20956,2.41,24.87
36431,2.29,30.95
18468,2.02,18.87
17536,1.39,24.88
45855,1.97,10.3
27963,1.06,22.34
15067,0.51,15.47
28305,1.03,18.84
29364,4.69,74.88
11980,2.95,31.8
709,0.56,23.24
36947,2.32,2.37
13428,0.77,25.85
44483,1.08,19.85
47994,1.25,20.33
45551,2.04,23.43
46624,0.65,87.225
45279,1.19,36.34
23957,1.86,25.62
30007,0.87,15.27
48146,2.04,10.65
22493,1.23,26.38
2327,2.73,27.36
34215,1.66,21.87
13027,0.91,30.85
22450,3.16,27.16
39149,5.35,95.43
38515,0.69,26.93
25492,2.19,24.39
45040,2.39,84.91
22187,0.48,29.37
12464,2.67,7.78
35837,1.47,26.02
19011,2.52,24.51
19729,3.38,13.22
32371,0.46,21.88
33862,1.65,11.68
1922,2.78,
49830,1.21,
49748,5.23,14.72
11084,1.58,28.27
48309,3.13,65.21
14345,,77.54
45813,1.6,26.17
19333,1.21,25.51
29225,1.77,33.62
23874,0.81,22.15
18760,2.46,13.82
38746,1.93,30.64
7702,,32.07
46886,1.93,27.72
17322,3.42,14.47
10063,3.6,18.1
27888,0.29,35.25
7247,0.96,24.16
11732,2.48,23.38
1728,1.72,12.74
19530,2.91,28.85
16520,2.55,37.62
47188,1.87,20.62
34318,0.49,28.68
42329,1.02,28.31
14849,3.55,219.175
11809,0.62,20.28
44381,1.64,18.86
3544,4.84,71.99
27413,1.98,13.83
27382,2.19,13.01
45213,3.85,22.2
21186,0.91,29.65
11281,1.22,19.19
37144,1.58,16.67
7277,5.68,80.06
34743,3.46,30.67
27765,4.25,87.89
10799,0.72,27.32
40288,2.62,0.0
48129,1.1,26.98
39652,2.28,23.88
11490,0.95,14.61
43073,1.01,20.53
44203,2.86,24.87
29777,1.86,
20283,2.55,27.92
47610,3.85,23.23
7891,1.0,8.87
40962,5.09,88.44
30504,0.6,25.77
20102,5.42,19.26
43518,1.73,15.1
40119,1.77,36.06
43741,1.3,
11379,0.64,32.96
1139,1.38,17.88
35729,1.41,21.89
41939,2.81,4.37
23547,0.8,
67,1.38,12.69
46206,0.84,25.34
39479,0.73,13.09
43312,3.43,15.15
3282,,17.18
16416,2.13,32.91
16451,5.06,21.62
12887,0.98,25.36
12294,2.24,37.13
3898,1.04,21.04
31145,2.02,21.0
37456,2.65,30.64
28195,1.87,22.17
30883,1.7,18.3
33545,1.13,
42659,1.85,36.73
11498,2.9,23.65
27041,4.43,74.39
28329,1.01,34.22
49423,,25.84
29924,2.8,23.6
32251,1.7,38.87
40554,0.57,24.43
4624,3.56,88.18
7368,1.02,15.37
32303,1.91,17.95
37428,6.31,71.93
17247,1.64,21.5
26333,4.41,17.09
27517,,33.25
39206,2.36,20.58
3220,0.76,29.16
18999,1.95,24.35
8147,1.79,31.74
22771,,31.37
48366,4.7,92.37
49080,2.02,20.32
2293,1.03,8.77
32950,0.67,32.83
8465,4.32,25.52
34752,1.18,17.05
9826,2.06,22.98
15064,2.47,77.51
14016,2.44,31.63
19380,3.87,91.65
30481,3.55,27.36
20992,4.81,80.94
4821,,26.99
33443,3.13,81.83
10165,1.63,24.58
4174,1.01,27.76
8386,2.62,24.84
2517,3.52,16.24
43876,1.18,34.49
40334,0.74,-20.32
27179,0.33,25.39
6371,2.59,32.38
36333,1.2,14.25
32957,1.56,29.68
4861,0.58,21.04
19571,0.82,27.47
12555,0.26,17.47
12557,0.92,11.71
45893,1.86,18.54
14581,1.19,28.37
7109,2.18,16.5
23130,1.63,
44246,3.24,81.42
39478,,15.55
5422,1.85,8.54
37832,0.54,20.13
6507,0.93,29.76
50,0.81,
41923,3.67,33.4
22443,4.08,7.85
16693,2.01,17.38
47824,0.43,12.61
29963,1.42,24.74
22872,0.83,9.92
38379,3.99,
38851,1.01,30.96
35603,3.23,17.79
12505,0.95,11.44
7682,1.58,41.07
43198,1.36,10.29
38941,0.97,32.59
49792,1.32,12.33
2612,1.51,36.7
38741,0.64,24.93
47863,3.03,17.74
1806,2.66,18.79
31313,1.37,25.53
19855,,34.8
5480,2.67,15.54
36490,,15.71
26989,1.55,13.52
14961,0.95,10.67
16169,2.84,17.59
29750,3.12,30.48
21651,1.39,15.14
49178,0.3,15.97
48431,3.32,13.61
5506,2.79,
15188,1.72,20.03
48889,1.29,27.66
16761,1.11,9.43
9828,0.44,18.83
8184,3.04,20.97
43829,0.62,18.29
22532,0.81,27.21
24315,1.2,25.16
19383,1.19,25.32
20377,1.63,7.85
31746,3.28,76.66
10059,0.86,19.43
14410,0.91,39.28
37658,3.6,12.31
5651,0.55,25.7
43283,0.87,22.89
30618,4.1,30.6
20649,3.4,21.9
19087,3.15,33.19
19394,1.87,34.11
18211,3.75,81.62
7991,2.78,15.7
26758,1.25,8.71
18848,2.16,13.38
28132,1.66,18.15
40973,1.08,-22.85
33945,2.26,14.71
3839,2.06,11.43
49478,1.18,17.94
19617,1.58,28.25
10612,,15.88
33037,1.1,19.34
47047,4.95,96.1
36394,2.05,16.65
11823,1.37,16.2
37164,1.22,32.18
44037,2.01,41.66
45543,0.86,17.44
13740,0.4,21.47
44933,0.69,29.56
30613,1.71,19.96
49720,1.66,0.35
24326,1.68,22.65
25028,2.44,18.0
15514,3.28,75.96
38009,1.55,31.92
47381,1.0,26.625
34753,4.76,25.17
612,2.4,17.83
13059,1.26,25.87
19362,0.62,14.59
16813,0.58,21.96
6248,2.81,19.79
21272,0.41,27.06
13564,0.4,24.53
22817,2.02,29.16
31844,0.6,27.24
12736,1.23,22.54
25351,3.25,19.91
40356,0.85,33.16
47548,2.1,30.04
28863,2.13,19.78
21282,1.53,21.19
18192,1.67,10.23
2467,1.97,15.82
46246,1.01,18.39
47074,0.53,10.93
27507,1.14,14.39
15101,3.44,
48903,1.64,16.16
27329,4.68,22.69
26347,3.63,81.84
2427,3.49,39.53
28034,1.38,14.07
24631,3.45,83.85
4158,1.65,32.26
30938,,16.31
24867,1.94,18.79
41530,3.08,40.25
36932,4.2,71.9
21773,0.93,26.45
45004,0.68,19.72
2143,0.89,30.32
34842,0.67,31.03
11891,1.13,19.3
41670,0.77,13.25
25611,4.37,18.43
623,5.5,93.01
28744,0.19,5.95
26474,1.24,24.91
47785,3.55,23.51
21863,1.89,15.02
6127,1.45,9.33
2949,0.3,23.25
43660,,23.9
43566,1.99,19.78
15318,0.59,12.32
15434,1.04,11.51
42332,0.44,35.49
14254,0.92,12.64
42420,2.02,
2131,1.11,30.94
25130,1.87,35.13
35465,2.15,30.09
35168,0.52,
174,1.08,24.54
16328,3.78,
31888,2.71,37.75
16949,1.58,17.0
41343,1.04,17.53
8414,2.8,
30558,1.2,24.35
34367,3.74,83.16
33968,1.4,21.67
47444,1.46,33.2
18676,0.85,21.23
45668,1.03,31.32
