user_id,city,city_tier,signup_date,account_age_days,subscription_type,retained_30_days
7091,Chennai,Tier 1,2026-03-28,85.0,Free,1
16294,Ahmedabad,Tier 1,2025-10-28,241.0,Free,1
30707,Hyderabad,Tier 1,2025-01-27,514.0,Free,1
49467,Delhi,Tier 1,2026-01-17,157.0,Premium,1
28842,Chennai,Tier 1,2024-05-20,765.0,Free,1
43437,Delhi,Tier 1,2023-06-04,1117.0,Free,1
6212,Lucknow,Tier 2,2026-06-18,7.0,Premium,1
21568,Jaipur,Tier 2,2025-01-26,517.0,Premium,1
14067,Bhopal,Tier 2,2026-03-09,107.0,Premium,1
19262,Pune,Tier 1,2026-03-18,96.0,Family,1
27076,Delhi,Tier 1,2025-02-21,485.0,Free,1
49063,Pune,Tier 1,2024-04-03,810.0,Premium,0
18257,Chennai,Tier 1,2025-10-23,247.0,Free,1
19721,Chennai,Tier 1,2025-07-28,333.0,Premium,1
27686,Surat,Tier 2,2025-11-30,207.0,Free,1
9504,Delhi,Tier 1,2025-02-03,503.0,Premium,1
32038,Delhi,Tier 1,2025-09-19,278.0,Free,1
9920,Chandigarh,Tier 2,2025-09-18,276.0,Free,1
46660,Bengaluru,Tier 1,2025-07-25,336.0,Free,1
30158,Mumbai,Tier 1,2025-01-06,533.0,Premium,1
14022,Delhi,Tier 1,2023-09-14,1011.0,Free,1
14591,Kochi,Tier 2,2025-08-21,309.0,Free,1
6084,Mumbai,Tier 1,2025-03-14,467.0,Free,1
32898,Bengaluru,Tier 1,2024-11-20,582.0,Free,1
33691,Chennai,Tier 1,2025-10-24,243.0,Family,1
17267,Mumbai,Tier 1,2025-09-12,288.0,Premium,1
40399,Patna,Tier 2,2024-11-18,581.0,Premium,0
49806,Chandigarh,Tier 2,2025-09-06,294.0,Free,1
11727,Chennai,Tier 1,2026-01-28,150.0,Premium,1
43267,Kochi,Tier 2,2026-02-21,125.0,Family,1
40330,Bengaluru,Tier 1,2025-08-14,314.0,Premium,0
49162,Lucknow,Tier 2,2022-03-03,1573.0,Premium,0
11888,Mumbai,Tier 1,2025-12-18,190.0,Family,1
34914,Surat,Tier 2,2024-04-15,800.0,Premium,0
30068,Nagpur,Tier 2,2025-07-24,332.0,Family,1
44902,Bengaluru,Tier 1,2023-11-04,961.0,Premium,0
25454,Delhi,Tier 1,2026-03-30,,Free,1
24902,Mumbai,Tier 1,2024-04-05,813.0,Premium,1
16899,Coimbatore,Tier 2,2024-11-10,,Premium,1
24527,Delhi,Tier 1,2023-10-06,990.0,Premium,0
26017,Bengaluru,Tier 1,2026-01-04,169.0,Premium,1
24642,Chandigarh,Tier 2,2024-09-16,645.0,Premium,0
3092,Kochi,Tier 2,2024-01-13,,Family,1
5868,Jaipur,Tier 2,2024-09-15,649.0,Premium,0
31842,Mumbai,Tier 1,2025-06-01,388.0,Family,1
30917,Bengaluru,Tier 1,2025-07-20,339.0,Free,1
11866,Pune,Tier 1,2024-06-04,752.0,Free,0
28275,Jaipur,Tier 2,2025-04-22,2125.0,Free,0
35233,Bengaluru,Tier 1,2025-07-21,339.0,Free,1
3839,Surat,Tier 2,2025-09-05,294.0,Premium,0
17991,Mumbai,Tier 1,2025-12-07,,Premium,0
25336,Surat,Tier 2,2025-09-26,269.0,Free,1
17795,Jaipur,Tier 2,2025-05-01,422.0,Free,1
31522,Bengaluru,Tier 1,2025-10-10,256.0,Free,1
4225,Delhi,Tier 1,2025-07-19,341.0,Free,1
17398,Nagpur,Tier 2,2026-03-25,94.0,Free,0
30006,Hyderabad,Tier 1,2023-06-01,1117.0,Premium,0
43505,Hyderabad,Tier 1,2025-07-24,334.0,Free,1
36156,Mumbai,Tier 1,2025-05-23,395.0,Free,1
9246,Kolkata,Tier 1,2025-11-24,210.0,Premium,1
1620,Mumbai,Tier 1,2022-09-29,1366.0,Premium,0
36,Delhi,Tier 1,2025-04-09,444.0,Premium,1
5394,Chennai,Tier 1,2022-10-28,1333.0,Premium,1
23687,Bhopal,Tier 2,2025-06-07,380.0,Free,1
41799,Bengaluru,Tier 1,2026-05-04,52.0,Free,1
3320,Bengaluru,Tier 1,2025-08-07,324.0,Family,1
37374,Chandigarh,Tier 2,2025-09-01,299.0,Free,0
5956,Ahmedabad,Tier 1,2025-04-18,430.0,Free,1
21100,Ahmedabad,Tier 1,2026-01-25,151.0,Free,1
34360,Delhi,Tier 1,2025-10-21,248.0,Free,1
1134,Lucknow,Tier 2,2022-02-18,1587.0,Premium,0
33223,Mumbai,Tier 1,2024-12-30,544.0,Free,1
32993,Lucknow,Tier 2,2025-06-13,376.0,Free,1
5330,Bengaluru,Tier 1,2024-03-13,835.0,Premium,0
17576,Pune,Tier 1,2025-09-11,286.0,Premium,1
46286,Delhi,Tier 1,2024-03-27,819.0,Free,1
36038,Kochi,Tier 2,2025-03-31,453.0,Free,1
15613,Chennai,Tier 1,2025-06-05,385.0,Family,1
43637,Jaipur,Tier 2,2025-11-15,219.0,Premium,1
34752,Nagpur,Tier 2,2024-09-17,642.0,Premium,1
7205,Kolkata,Tier 1,2025-02-17,489.0,Premium,0
32170,Hyderabad,Tier 1,2025-06-19,369.0,Free,1
40743,Kolkata,Tier 1,2026-03-26,87.0,Premium,1
26134,Lucknow,Tier 2,2025-05-16,406.0,Free,1
12288,Surat,Tier 2,2024-07-31,692.0,Free,1
366,Hyderabad,Tier 1,2025-12-31,175.0,Free,1
14979,Chandigarh,Tier 2,2025-09-22,272.0,Free,1
12617,Pune,Tier 1,2025-12-29,176.0,Premium,1
36996,Delhi,Tier 1,2023-10-03,998.0,Premium,1
10329,Bengaluru,Tier 1,2025-02-12,497.0,Free,1
36239,Delhi,Tier 1,2025-12-01,206.0,Premium,1
46146,Patna,Tier 2,2025-08-19,310.0,Family,1
34222,Hyderabad,Tier 1,2025-08-11,320.0,Premium,0
31159,Hyderabad,Tier 1,2026-02-22,123.0,Family,1
40236,Patna,Tier 2,2025-09-20,276.0,Premium,1
7954,Mumbai,Tier 1,2025-09-23,272.0,Premium,1
23241,Coimbatore,Tier 2,2025-07-24,334.0,Free,0
31213,Indore,Tier 2,2024-10-22,607.0,Family,1
11420,Coimbatore,Tier 2,2025-06-28,364.0,Free,1
14613,Bengaluru,Tier 1,2025-04-20,433.0,Free,1
17516,Bengaluru,Tier 1,2024-12-20,549.0,Family,1
28820,Patna,Tier 2,2025-12-11,194.0,Premium,1
38759,Surat,Tier 2,2025-12-02,202.0,Free,1
13347,Indore,Tier 2,2025-11-06,229.0,Family,1
16643,Chennai,Tier 1,2025-09-27,267.0,Free,1
35947,Mumbai,Tier 1,2025-08-18,308.0,Free,1
31774,Chennai,Tier 1,2025-05-18,403.0,Premium,1
23454,Surat,Tier 2,2025-12-04,205.0,Family,1
12489,Chandigarh,Tier 2,2025-04-15,435.0,Family,1
24661,Bengaluru,Tier 1,2025-06-15,375.0,Free,1
48892,Chennai,Tier 1,2025-08-27,303.0,Premium,1
5327,Kolkata,Tier 1,2025-08-30,298.0,Free,1
24859,Kolkata,Tier 1,2026-05-07,50.0,Premium,1
48990,Bhopal,Tier 2,2026-02-06,138.0,Free,1
17509,Surat,Tier 2,2026-06-09,18.0,Premium,0
22126,Delhi,Tier 1,2025-04-10,441.0,Free,1
7862,Mumbai,Tier 1,2019-01-04,2728.0,Premium,0
32063,Jaipur,Tier 2,2025-11-15,223.0,Free,1
5277,Pune,Tier 1,2025-03-11,467.0,Family,0
15361,Nagpur,Tier 2,2025-04-25,426.0,Premium,1
42173,Pune,Tier 1,2024-05-22,766.0,Premium,1
20123,Bhopal,Tier 2,2025-05-22,401.0,Premium,1
12969,Mumbai,Tier 1,2022-07-23,1433.0,Premium,0
33499,Jaipur,Tier 2,2024-06-27,730.0,Premium,0
45362,Pune,Tier 1,2026-02-21,120.0,Premium,1
779,Surat,Tier 2,2026-03-14,102.0,Free,0
22380,Kolkata,Tier 1,2023-05-13,1135.0,Premium,0
6289,Bengaluru,Tier 1,2025-10-22,246.0,Premium,1
22800,Hyderabad,Tier 1,2023-12-04,936.0,Free,1
26300,Mumbai,Tier 1,2025-09-30,264.0,Premium,1
422,Mumbai,Tier 1,2023-07-11,1080.0,Free,1
17436,Indore,Tier 2,2025-10-07,260.0,Premium,0
46076,Hyderabad,Tier 1,2025-09-01,294.0,Premium,1
47729,Surat,Tier 2,2023-04-06,1174.0,Premium,0
16183,Chennai,Tier 1,2025-07-08,,Premium,1
16553,Lucknow,Tier 2,2026-03-02,114.0,Premium,0
31179,Patna,Tier 2,2026-01-11,165.0,Premium,1
2794,Patna,Tier 2,2026-03-22,91.0,Free,1
11510,Bengaluru,Tier 1,2026-01-14,163.0,Free,1
18120,Jaipur,Tier 2,2026-04-16,68.0,Free,1
14767,Mumbai,Tier 1,2026-01-17,156.0,Premium,1
1821,Kochi,Tier 2,2026-01-31,,Free,1
15927,Indore,Tier 2,2025-07-05,357.0,Free,1
31480,Ahmedabad,Tier 1,2025-12-26,177.0,Free,0
42213,Lucknow,Tier 2,2025-01-17,526.0,Family,1
31474,Nagpur,Tier 2,2025-11-26,207.0,Free,1
22868,Kolkata,Tier 1,2025-05-12,410.0,Free,1
28558,Chennai,Tier 1,2025-03-04,,Free,1
15499,Bengaluru,Tier 1,2025-10-19,248.0,Free,1
27872,Kolkata,Tier 1,2026-03-15,103.0,Free,0
46786,Mumbai,Tier 1,2025-03-20,461.0,Free,0
1030,Hyderabad,Tier 1,2023-06-16,1102.0,Premium,1
48807,Nagpur,Tier 2,2025-03-03,476.0,Free,1
39335,Bengaluru,Tier 1,2025-07-20,341.0,Premium,1
136,Mumbai,Tier 1,2025-03-19,462.0,Premium,1
45327,Mumbai,Tier 1,2024-08-05,690.0,Free,1
34781,Jaipur,Tier 2,2026-02-11,133.0,Free,1
21743,Mumbai,Tier 1,2025-10-29,237.0,Premium,1
1177,Chennai,Tier 1,2022-08-25,1400.0,Premium,0
29718,Hyderabad,Tier 1,2025-02-19,491.0,Premium,0
23486,Pune,Tier 1,2025-10-22,247.0,Free,1
13418,Hyderabad,Tier 1,2026-02-22,123.0,Premium,1
5460,Mumbai,Tier 1,2026-01-11,165.0,Premium,1
17993,Ahmedabad,Tier 1,2024-03-23,825.0,Free,1
6607,Nagpur,Tier 2,2026-01-17,156.0,Family,1
29380,Bengaluru,Tier 1,2025-11-06,229.0,Free,1
23046,Kochi,Tier 2,2024-02-12,862.0,Premium,0
23416,Delhi,Tier 1,2024-06-19,734.0,Free,1
38706,Mumbai,Tier 1,2025-09-15,279.0,Free,1
9581,Jaipur,Tier 2,2025-06-02,388.0,Premium,1
36550,Kolkata,Tier 1,2025-12-07,201.0,Family,1
42350,Mumbai,Tier 1,2025-10-07,262.0,Family,1
27068,Indore,Tier 2,2025-10-29,241.0,Premium,1
41198,Jaipur,Tier 2,2026-01-16,,Free,1
37902,Nagpur,Tier 2,2026-02-11,132.0,Free,1
11141,Bengaluru,Tier 1,2024-05-23,761.0,Premium,0
485,Mumbai,Tier 1,2025-04-08,441.0,Free,1
39362,Delhi,Tier 1,2026-01-13,165.0,Premium,1
13221,Pune,Tier 1,2026-04-10,74.0,Premium,1
7009,Mumbai,Tier 1,2025-06-28,362.0,Free,1
37350,Delhi,Tier 1,2025-10-20,246.0,Premium,1
16105,Kolkata,Tier 1,2024-10-02,632.0,Free,1
14170,Surat,Tier 2,2025-02-19,490.0,Free,1
4952,Lucknow,Tier 2,2025-05-19,403.0,Family,1
39005,Ahmedabad,Tier 1,2025-08-07,322.0,Premium,1
27415,Coimbatore,Tier 2,2025-11-22,214.0,Free,1
16371,Bengaluru,Tier 1,2025-09-03,296.0,Free,1
13840,Chennai,Tier 1,2025-02-18,489.0,Free,1
33540,Mumbai,Tier 1,2025-11-13,,Free,1
23655,Ahmedabad,Tier 1,2024-09-22,637.0,Family,1
31914,Jaipur,Tier 2,2025-07-03,,Family,1
48518,Nagpur,Tier 2,2025-05-27,396.0,Premium,1
3366,Bengaluru,Tier 1,2025-01-28,515.0,Premium,1
38883,Mumbai,Tier 1,2026-02-08,138.0,Free,1
7244,Indore,Tier 2,2026-02-21,120.0,Free,1
48226,Bhopal,Tier 2,2025-02-27,481.0,Premium,1
42321,Delhi,Tier 1,2024-10-10,619.0,Premium,0
26922,Pune,Tier 1,2024-05-30,752.0,Free,1
8911,Bengaluru,Tier 1,2025-02-04,504.0,Free,1
4476,Ahmedabad,Tier 1,2026-03-29,84.0,Free,1
14318,Jaipur,Tier 2,2026-01-07,168.0,Premium,0
13077,Chennai,Tier 1,2025-01-18,524.0,Family,1
1942,Chennai,Tier 1,2025-10-05,263.0,Premium,1
34837,Kolkata,Tier 1,2025-12-15,193.0,Free,0
26485,Delhi,Tier 1,2024-01-24,883.0,Free,1
30898,Bengaluru,Tier 1,2024-07-27,699.0,Premium,0
35747,Pune,Tier 1,2025-06-13,,Premium,1
13343,Mumbai,Tier 1,2026-01-24,153.0,Free,0
4742,Delhi,Tier 1,2026-03-31,86.0,Free,1
17395,Pune,Tier 1,2025-06-10,381.0,Premium,1
24026,Hyderabad,Tier 1,2025-03-24,459.0,Free,1
2258,Surat,Tier 2,2026-04-17,67.0,Free,1
31967,Jaipur,Tier 2,2026-02-27,120.0,Premium,1
49537,Pune,Tier 1,2024-10-14,619.0,Premium,0
24032,Bengaluru,Tier 1,2026-03-17,98.0,Free,1
37743,Hyderabad,Tier 1,2025-09-25,275.0,Family,1
20834,Chennai,Tier 1,2025-05-08,410.0,Free,0
12416,Bhopal,Tier 2,2025-08-23,306.0,Family,1
27953,Indore,Tier 2,2026-01-22,153.0,Free,1
33869,Lucknow,Tier 2,2025-06-14,376.0,Premium,0
46630,Nagpur,Tier 2,2025-09-13,283.0,Premium,1
1031,Pune,Tier 1,2025-06-26,364.0,Premium,1
20311,Mumbai,Tier 1,2024-11-06,594.0,Free,0
9187,Lucknow,Tier 2,2024-03-18,825.0,Premium,0
6629,Delhi,Tier 1,2026-02-24,121.0,Free,1
7587,Delhi,Tier 1,2025-07-24,332.0,Premium,1
1435,Delhi,Tier 1,2025-06-25,367.0,Premium,1
6452,Bengaluru,Tier 1,2024-11-28,572.0,Premium,1
37953,Coimbatore,Tier 2,2025-09-19,277.0,Free,1
20597,Kochi,Tier 2,2024-12-14,556.0,Premium,1
20034,Bengaluru,Tier 1,2025-10-17,248.0,Premium,1
26591,Chennai,Tier 1,2025-04-25,425.0,Premium,0
13128,Kolkata,Tier 1,2025-09-04,290.0,Free,1
25533,Mumbai,Tier 1,2026-03-16,101.0,Free,1
14959,Chandigarh,Tier 2,2025-12-13,196.0,Premium,1
16827,Jaipur,Tier 2,2025-11-07,229.0,Premium,1
30133,Bengaluru,Tier 1,2025-08-26,299.0,Free,1
2639,Indore,Tier 2,2025-10-23,244.0,Family,0
14148,Kochi,Tier 2,2023-03-19,1194.0,Premium,0
12004,Patna,Tier 2,2026-03-23,92.0,Free,1
8668,Jaipur,Tier 2,2025-10-21,245.0,Free,1
8055,Coimbatore,Tier 2,2023-11-17,,Free,1
11767,Kolkata,Tier 1,2024-02-18,854.0,Premium,1
46632,Bengaluru,Tier 1,2026-03-02,116.0,Free,1
24180,Ahmedabad,Tier 1,2025-08-20,307.0,Free,1
13984,Jaipur,Tier 2,2025-02-25,484.0,Premium,1
41175,Mumbai,Tier 1,2024-07-28,699.0,Free,1
13475,Hyderabad,Tier 1,2025-08-20,1525.0,Free,1
10047,Kolkata,Tier 1,2021-07-06,1815.0,Premium,0
28596,Kolkata,Tier 1,2025-03-23,461.0,Family,1
35518,Mumbai,Tier 1,2026-02-04,143.0,Premium,1
36521,Bhopal,Tier 2,2026-01-17,157.0,Premium,1
8607,Delhi,Tier 1,2024-11-25,575.0,Free,1
44515,Coimbatore,Tier 2,2025-01-13,527.0,Free,0
5920,Bengaluru,Tier 1,2026-05-04,53.0,Free,1
45210,Nagpur,Tier 2,2024-12-25,545.0,Free,1
40339,Surat,Tier 2,2024-02-25,851.0,Free,1
38160,Bengaluru,Tier 1,2024-12-01,570.0,Free,1
42916,Lucknow,Tier 2,2025-07-13,344.0,Premium,1
11838,Kochi,Tier 2,2025-02-03,508.0,Premium,0
37636,Hyderabad,Tier 1,2025-06-07,382.0,Free,0
14986,Indore,Tier 2,2025-10-31,236.0,Family,1
47274,Bhopal,Tier 2,2026-04-06,81.0,Free,1
48386,Chandigarh,Tier 2,2024-07-18,703.0,Premium,0
21001,Bengaluru,Tier 1,2024-06-03,752.0,Free,1
33513,Bengaluru,Tier 1,2025-07-30,326.0,Premium,0
15066,Ahmedabad,Tier 1,2026-01-19,158.0,Free,1
43191,Delhi,Tier 1,2025-12-12,191.0,Free,1
41636,Kolkata,Tier 1,2024-10-25,606.0,Free,1
49208,Chennai,Tier 1,2025-08-07,319.0,Premium,0
11790,Delhi,Tier 1,2025-11-23,214.0,Free,1
16161,Delhi,Tier 1,2026-01-21,151.0,Family,1
31705,Hyderabad,Tier 1,2025-10-23,245.0,Free,0
8405,Coimbatore,Tier 2,2026-01-03,169.0,Premium,1
49778,Surat,Tier 2,2024-07-11,711.0,Premium,1
19683,Pune,Tier 1,2025-10-09,255.0,Premium,1
30760,Chandigarh,Tier 2,2026-03-19,95.0,Family,1
12814,Bengaluru,Tier 1,2025-08-21,308.0,Free,1
16836,Chennai,Tier 1,2025-06-04,385.0,Free,1
6122,Bengaluru,Tier 1,2025-01-28,515.0,Family,1
13988,Patna,Tier 2,2026-04-03,84.0,Premium,1
23672,Mumbai,Tier 1,2024-10-25,608.0,Family,0
36638,Kochi,Tier 2,2025-06-22,366.0,Premium,0
46165,Delhi,Tier 1,2025-02-15,494.0,Premium,1
27009,Ahmedabad,Tier 1,2025-02-07,,Premium,1
8272,Delhi,Tier 1,2025-03-30,448.0,Free,1
18628,Delhi,Tier 1,2025-12-13,191.0,Free,1
35737,Mumbai,Tier 1,2024-05-11,775.0,Free,1
43599,Mumbai,Tier 1,2024-10-14,621.0,Premium,1
45205,Kolkata,Tier 1,2025-04-30,418.0,Premium,0
35819,Surat,Tier 2,2025-02-14,498.0,Premium,1
31075,Hyderabad,Tier 1,2026-04-23,63.0,Premium,1
27576,Indore,Tier 2,2026-03-08,109.0,Free,1
20116,Hyderabad,Tier 1,2026-02-22,123.0,Family,1
26333,Chennai,Tier 1,2025-10-31,238.0,Premium,0
23776,Mumbai,Tier 1,2025-12-24,181.0,Free,1
29240,Chennai,Tier 1,2024-09-26,637.0,Free,1
26904,Delhi,Tier 1,2025-08-13,314.0,Premium,0
11949,Chennai,Tier 1,2024-07-24,697.0,Free,1
46187,Bengaluru,Tier 1,2023-11-01,965.0,Free,1
35920,Hyderabad,Tier 1,2025-02-17,494.0,Free,0
4700,Surat,Tier 2,2022-05-30,1484.0,Free,1
48439,Indore,Tier 2,2022-09-17,1375.0,Premium,0
3797,Ahmedabad,Tier 1,2025-09-12,287.0,Free,1
46960,Indore,Tier 2,2025-11-18,217.0,Family,1
34576,Kolkata,Tier 1,2025-05-16,402.0,Free,1
49210,Bengaluru,Tier 1,2026-02-09,132.0,Free,1
32215,Ahmedabad,Tier 1,2025-05-07,413.0,Family,1
27897,Pune,Tier 1,2025-07-13,348.0,Family,1
7924,Pune,Tier 1,2024-10-29,604.0,Premium,0
23978,Delhi,Tier 1,2025-12-13,193.0,Family,1
40580,Pune,Tier 1,2025-05-15,405.0,Premium,1
26897,Surat,Tier 2,2025-08-25,306.0,Family,1
11819,Mumbai,Tier 1,2025-09-26,,Premium,1
8074,Hyderabad,Tier 1,2025-12-07,980.0,Family,1
46435,Jaipur,Tier 2,2026-04-26,56.0,Free,0
19728,Bengaluru,Tier 1,2024-09-28,637.0,Premium,1
10384,Indore,Tier 2,2026-01-21,157.0,Premium,1
3350,Hyderabad,Tier 1,2024-08-15,678.0,Premium,1
36169,Mumbai,Tier 1,2025-10-15,252.0,Premium,1
43942,Bhopal,Tier 2,2024-12-22,546.0,Free,1
3653,Bengaluru,Tier 1,2025-08-01,324.0,Premium,1
28696,Ahmedabad,Tier 1,2025-09-28,268.0,Premium,1
35431,Bengaluru,Tier 1,2024-10-15,616.0,Premium,1
37939,Nagpur,Tier 2,2025-09-03,294.0,Free,1
28619,Nagpur,Tier 2,2025-04-08,439.0,Premium,1
2779,Bengaluru,Tier 1,2025-08-02,324.0,Free,1
48597,Delhi,Tier 1,2026-04-10,72.0,Free,0
3851,Hyderabad,Tier 1,2025-09-13,284.0,Premium,1
42628,Mumbai,Tier 1,2026-01-18,,Premium,1
20935,Chennai,Tier 1,2025-01-16,527.0,Premium,1
7106,Mumbai,Tier 1,2025-08-28,299.0,Premium,1
5618,Indore,Tier 2,2025-08-10,317.0,Premium,1
15761,Bengaluru,Tier 1,2023-10-01,994.0,Free,1
11197,Mumbai,Tier 1,2024-10-15,620.0,Free,1
37513,Bhopal,Tier 2,2021-03-07,1936.0,Premium,0
6282,Bengaluru,Tier 1,2025-09-16,283.0,Family,1
20555,Delhi,Tier 1,2025-08-22,307.0,Premium,1
44743,Hyderabad,Tier 1,2025-08-19,308.0,Free,1
20760,Mumbai,Tier 1,2025-01-14,528.0,Premium,1
4893,Hyderabad,Tier 1,2025-10-25,240.0,Premium,1
16468,Patna,Tier 2,2025-07-09,348.0,Premium,1
37393,Bengaluru,Tier 1,2025-05-01,420.0,Family,1
35766,Delhi,Tier 1,2025-01-24,518.0,Premium,1
46176,Mumbai,Tier 1,2025-04-17,433.0,Premium,1
3075,Nagpur,Tier 2,2025-12-05,204.0,Free,1
33471,Hyderabad,Tier 1,2024-11-19,585.0,Free,1
12340,Kolkata,Tier 1,2025-12-19,186.0,Family,1
42048,Kolkata,Tier 1,2026-01-11,163.0,Free,1
37253,Delhi,Tier 1,2024-10-29,602.0,Premium,1
11648,Bengaluru,Tier 1,2024-08-13,681.0,Premium,0
46383,Mumbai,Tier 1,2023-01-02,,Family,0
43037,Mumbai,Tier 1,2025-08-22,309.0,Premium,1
36319,Chennai,Tier 1,2026-01-26,147.0,Free,1
17623,Indore,Tier 2,2025-11-29,205.0,Family,0
49100,Mumbai,Tier 1,2025-01-13,528.0,Free,1
35940,Indore,Tier 2,2024-12-30,539.0,Family,1
41594,Delhi,Tier 1,2025-09-29,1340.0,Premium,1
10673,Bengaluru,Tier 1,2026-02-19,122.0,Premium,1
11997,Mumbai,Tier 1,2022-08-14,1407.0,Premium,0
20127,Delhi,Tier 1,2025-05-19,404.0,Premium,0
5849,Mumbai,Tier 1,2025-08-23,304.0,Premium,1
13950,Hyderabad,Tier 1,2024-12-30,542.0,Premium,1
16096,Bengaluru,Tier 1,2025-12-29,180.0,Premium,1
21494,Kochi,Tier 2,2025-11-06,230.0,Premium,1
14168,Lucknow,Tier 2,2026-02-19,122.0,Free,0
20666,Nagpur,Tier 2,2025-05-29,392.0,Free,1
1996,Lucknow,Tier 2,2025-11-21,217.0,Family,1
