user_id,playlist_adds_last_30d,search_queries_last_30d
16752,,16.0
32275,3.0,13.0
32544,5.0,17.0
27039,6.0,17.0
37039,3.0,13.0
23557,0.0,5.0
40446,2.0,11.0
446,6.0,7.0
19874,,15.0
23453,2.0,11.0
15769,4.0,12.0
21286,2.0,10.0
46905,4.0,13.0
11645,4.0,10.0
14429,3.0,15.0
8526,2.0,
3231,3.0,14.0
45231,9.0,14.0
3852,1.0,12.0
11706,4.0,15.0
28908,5.0,19.0
38807,2.0,16.0
11118,0.0,2.0
10654,5.0,5.0
28716,0.0,1.0
6486,0.0,1.0
8269,5.0,7.0
862,2.0,11.0
42492,3.0,15.0
14273,2.0,14.0
14732,6.0,7.0
16647,3.0,80.0
37937,3.0,18.0
24596,4.0,12.0
22606,3.0,15.0
6935,2.0,18.0
14294,3.0,14.0
10187,4.0,11.0
28955,3.0,20.0
43783,5.0,13.0
20464,5.0,17.0
6013,2.0,12.0
33398,2.0,14.0
44947,2.0,19.0
23782,2.0,
24634,3.0,20.0
30448,4.0,16.0
15099,4.0,14.0
49655,2.0,19.0
13678,3.0,18.0
31048,2.0,19.0
34240,2.0,20.0
47587,1.0,18.0
4970,2.0,
37105,2.0,14.0
21470,2.0,15.0
37936,3.0,11.0
17731,0.0,4.0
49277,3.0,12.0
22097,8.0,13.0
33100,4.0,9.0
5836,,20.0
8219,1.0,20.0
49602,,17.0
12501,0.0,60.0
5626,3.0,10.0
40246,2.0,11.0
9594,4.0,16.0
4826,5.0,15.0
48420,1.0,11.0
45894,4.0,12.0
11641,3.0,18.0
20323,1.0,13.0
22410,4.0,13.0
4021,2.0,14.0
32336,4.0,14.0
15982,1.0,
38067,6.0,13.0
25365,1.0,14.0
36057,3.0,16.0
18745,4.0,12.0
14905,5.0,12.0
1402,3.0,22.0
11997,0.0,3.0
820,4.0,19.0
38742,2.0,19.0
35516,1.0,12.0
28078,3.0,17.0
17539,8.0,10.0
47468,2.0,15.0
43076,7.0,8.0
3381,3.0,17.0
41640,1.0,17.0
8193,1.0,13.0
29888,3.0,7.0
41411,5.0,19.0
36362,2.0,18.0
42486,4.0,19.0
26708,7.0,16.0
41833,2.0,18.0
7415,4.0,12.0
24980,5.0,17.0
6705,8.0,12.0
45175,0.0,4.0
16549,3.0,
38679,4.0,140.0
10529,5.0,20.0
13593,3.0,12.0
39658,2.0,17.0
13492,5.0,18.0
36938,5.0,11.0
46684,3.0,12.0
18196,5.0,20.0
3271,5.0,16.0
21951,5.0,13.0
29021,1.0,15.0
32362,5.0,15.0
19494,4.0,9.0
12017,3.0,9.0
19800,5.0,13.0
44629,5.0,10.0
38099,4.0,16.0
44511,1.0,8.0
22567,3.0,13.0
42735,0.0,13.0
21348,3.0,12.0
38301,4.0,9.0
6118,2.0,17.0
8635,0.0,17.0
16331,0.0,2.0
10430,3.0,10.0
15030,2.0,9.0
4846,3.0,17.0
5536,1.0,14.0
35594,,11.0
36020,4.0,24.0
8270,7.0,11.0
19665,3.0,9.0
24856,3.0,14.0
33466,0.0,2.0
32015,1.0,20.0
41159,6.0,13.0
17315,4.0,18.0
44814,3.0,
47416,6.0,16.0
37976,,11.0
28814,4.0,11.0
35564,6.0,20.0
33423,2.0,13.0
31316,0.0,7.0
19060,0.0,0.0
8603,2.0,15.0
38237,,19.0
39793,1.0,19.0
37689,2.0,18.0
10357,0.0,3.0
24480,2.0,11.0
11322,9.0,14.0
32721,4.0,14.0
4029,6.0,16.0
6022,4.0,13.0
18264,4.0,
24730,1.0,18.0
11226,5.0,9.0
19454,6.0,16.0
10245,5.0,13.0
10495,1.0,14.0
16107,2.0,15.0
34114,4.0,8.0
23615,1.0,12.0
30339,0.0,12.0
24942,4.0,13.0
28323,3.0,11.0
43978,2.0,14.0
29934,1.0,7.0
22694,4.0,11.0
43155,3.0,15.0
48557,3.0,18.0
10951,1.0,14.0
32566,1.0,13.0
41887,4.0,11.0
24479,2.0,12.0
34845,2.0,14.0
40328,0.0,0.0
5353,1.0,15.0
24816,2.0,15.0
17592,3.0,17.0
23581,4.0,13.0
12218,2.0,13.0
27027,2.0,16.0
45423,2.0,11.0
17857,3.0,11.0
16642,1.0,13.0
44159,1.0,15.0
36928,0.0,4.0
45628,2.0,17.0
35529,4.0,6.0
23129,0.0,2.0
7057,6.0,16.0
13340,5.0,11.0
44207,5.0,21.0
12363,3.0,12.0
8877,2.0,15.0
30882,4.0,15.0
48120,2.0,8.0
47415,4.0,10.0
48626,2.0,14.0
35669,3.0,
3699,3.0,18.0
16063,2.0,20.0
19572,0.0,3.0
10258,2.0,15.0
20865,4.0,12.0
37022,,19.0
9863,2.0,18.0
28115,2.0,13.0
21092,1.0,17.0
24389,4.0,21.0
16178,0.0,2.0
28791,2.0,19.0
11364,1.0,14.0
20598,5.0,13.0
49625,4.0,120.0
49978,2.0,19.0
13305,3.0,19.0
16186,5.0,12.0
18361,4.0,9.0
44380,4.0,25.0
46908,1.0,15.0
2593,3.0,11.0
7886,1.0,16.0
13619,4.0,11.0
16115,2.0,14.0
34653,0.0,3.0
23094,3.0,18.0
36760,1.0,17.0
5722,3.0,15.0
28443,3.0,
44567,1.0,10.0
27913,9.0,12.0
48855,4.0,14.0
12053,0.0,4.0
38907,2.0,16.0
28099,3.0,18.0
38349,7.0,12.0
1267,1.0,17.0
16211,5.0,15.0
21485,4.0,16.0
41626,4.0,8.0
35801,2.0,11.0
41734,2.0,16.0
35333,1.0,15.0
49046,1.0,15.0
13700,6.0,13.0
6051,2.0,12.0
21451,1.0,20.0
25757,4.0,14.0
39979,1.0,17.0
4789,6.0,15.0
28251,3.0,15.0
47739,1.0,12.0
5705,5.0,18.0
24575,2.0,10.0
3475,1.0,11.0
28569,3.0,19.0
45086,5.0,17.0
1724,0.0,5.0
26210,5.0,14.0
20867,6.0,16.0
19859,4.0,15.0
16260,5.0,21.0
13885,6.0,16.0
33968,6.0,11.0
717,5.0,14.0
20163,3.0,16.0
45529,4.0,16.0
18278,0.0,5.0
43383,3.0,19.0
1959,5.0,10.0
22792,2.0,13.0
24783,2.0,12.0
33468,0.0,1.0
15464,4.0,10.0
36921,5.0,18.0
34702,2.0,9.0
28958,4.0,16.0
41520,4.0,17.0
23670,0.0,3.0
1222,1.0,14.0
34857,1.0,15.0
47431,7.0,12.0
16272,2.0,12.0
48836,3.0,12.0
2361,4.0,12.0
27349,4.0,10.0
29094,2.0,13.0
29623,3.0,12.0
22263,,13.0
33605,5.0,15.0
22953,4.0,18.0
17059,4.0,17.0
26493,3.0,9.0
42437,4.0,18.0
46811,0.0,3.0
35677,2.0,18.0
23863,2.0,12.0
18323,3.0,18.0
49050,6.0,12.0
45128,6.0,
7348,0.0,17.0
30491,1.0,10.0
20820,4.0,17.0
36384,3.0,8.0
22608,3.0,16.0
6767,3.0,11.0
4369,4.0,11.0
352,1.0,17.0
40411,2.0,7.0
19528,8.0,11.0
4925,4.0,15.0
511,0.0,3.0
8133,3.0,17.0
22003,0.0,17.0
21689,5.0,11.0
44986,2.0,12.0
19013,0.0,5.0
22030,1.0,22.0
8655,3.0,8.0
36115,1.0,22.0
9322,4.0,14.0
28391,2.0,21.0
10151,2.0,6.0
24613,2.0,13.0
4581,4.0,14.0
31467,2.0,16.0
16501,3.0,180.0
36206,1.0,12.0
37573,1.0,20.0
11578,6.0,11.0
2977,3.0,20.0
14909,,9.0
44603,7.0,16.0
49218,0.0,4.0
37762,4.0,
38670,4.0,17.0
22663,2.0,14.0
3572,5.0,20.0
16875,,
19822,1.0,16.0
38311,6.0,
41696,0.0,6.0
43073,1.0,16.0
33212,0.0,4.0
19110,5.0,13.0
29015,2.0,7.0
24299,0.0,3.0
49135,6.0,19.0
41233,2.0,17.0
35422,2.0,14.0
1337,1.0,16.0
35545,1.0,10.0
36696,2.0,17.0
17081,4.0,6.0
45143,3.0,14.0
41678,4.0,140.0
11685,5.0,120.0
41450,5.0,14.0
43877,1.0,17.0
6654,2.0,10.0
37491,3.0,19.0
668,7.0,14.0
12263,8.0,12.0
6299,1.0,11.0
20218,5.0,19.0
15374,3.0,6.0
38791,4.0,19.0
36788,4.0,9.0
14811,2.0,14.0
4546,0.0,3.0
29404,4.0,11.0
39553,3.0,19.0
25189,2.0,17.0
5338,1.0,13.0
16006,4.0,18.0
15259,2.0,12.0
6301,7.0,17.0
5135,0.0,2.0
38165,0.0,2.0
17252,8.0,18.0
8563,0.0,
18888,3.0,13.0
33358,,10.0
19391,3.0,15.0
44046,2.0,21.0
32681,3.0,15.0
24552,2.0,10.0
538,5.0,15.0
31327,1.0,19.0
27277,3.0,
44619,,21.0
46777,4.0,18.0
6226,0.0,5.0
45172,0.0,5.0
11113,4.0,21.0
5606,2.0,17.0
49387,0.0,4.0
4575,3.0,12.0
8886,4.0,16.0
35423,,
49470,2.0,16.0
27801,4.0,16.0
12057,0.0,6.0
4149,0.0,4.0
28416,5.0,16.0
33729,5.0,16.0
16204,5.0,10.0
18797,0.0,4.0
21918,3.0,8.0
26882,,19.0
18509,2.0,15.0
18070,6.0,12.0
42730,0.0,5.0
24266,7.0,14.0
44160,6.0,18.0
18017,4.0,11.0
827,3.0,12.0
38319,1.0,17.0
19007,0.0,3.0
8432,2.0,11.0
49788,5.0,9.0
38548,1.0,11.0
42307,4.0,14.0
34934,1.0,9.0
37428,0.0,2.0
39759,2.0,
25687,5.0,16.0
2706,5.0,12.0
4502,2.0,12.0
27645,5.0,19.0
21140,4.0,15.0
9223,7.0,17.0
7133,5.0,18.0
35601,3.0,13.0
14021,3.0,18.0
46000,0.0,1.0
5366,2.0,11.0
2787,,15.0
28976,3.0,13.0
41616,3.0,17.0
46117,2.0,18.0
22501,4.0,11.0
25053,2.0,10.0
36010,0.0,20.0
40594,2.0,5.0
48003,0.0,3.0
12595,5.0,14.0
2348,1.0,14.0
953,2.0,14.0
3740,5.0,14.0
5671,4.0,18.0
8876,5.0,17.0
28603,2.0,19.0
22002,3.0,14.0
9609,0.0,2.0
49589,0.0,3.0
8612,3.0,16.0
22873,0.0,1.0
10278,0.0,16.0
39574,0.0,2.0
35400,1.0,16.0
27779,4.0,13.0
40351,5.0,17.0
3615,6.0,24.0
2939,0.0,3.0
18133,4.0,17.0
29361,1.0,15.0
24205,2.0,11.0
639,2.0,10.0
17984,6.0,15.0
24231,3.0,12.0
44672,5.0,12.0
41119,4.0,21.0
16950,4.0,14.0
239,2.0,16.0
28196,4.0,10.0
32216,2.0,14.0
32196,1.0,13.0
8873,2.0,11.0
44022,1.0,100.0
22858,2.0,9.0
33281,,11.0
2341,5.0,15.0
35008,1.0,17.0
21656,1.0,15.0
40568,3.0,12.0
46462,0.0,16.0
1645,3.0,16.0
33586,6.0,14.0
43251,2.0,14.0
2865,1.0,8.0
20454,1.0,13.0
436,,16.0
2243,3.0,15.0
43616,5.0,16.0
45568,3.0,16.0
18333,4.0,8.0
18478,3.0,16.0
7336,1.0,19.0
40817,4.0,22.0
18862,7.0,18.0
30585,4.0,16.0
11279,3.0,19.0
49179,5.0,11.0
35467,4.0,12.0
36149,0.0,1.0
35543,3.0,13.0
15644,0.0,2.0
802,4.0,14.0
38855,5.0,12.0
12589,2.0,9.0
27555,4.0,16.0
17807,5.0,10.0
24099,0.0,2.0
30655,1.0,11.0
28481,1.0,15.0
40231,2.0,16.0
9771,3.0,10.0
43124,5.0,23.0
21998,3.0,18.0
42066,0.0,16.0
17223,0.0,14.0
14917,2.0,12.0
22053,5.0,16.0
199,3.0,16.0
2531,3.0,12.0
29528,5.0,15.0
4039,3.0,22.0
35289,0.0,3.0
31603,3.0,11.0
34158,3.0,12.0
12894,4.0,16.0
17797,4.0,16.0
30089,0.0,16.0
23676,0.0,2.0
39602,3.0,11.0
47521,2.0,7.0
34121,0.0,1.0
8849,3.0,22.0
6561,4.0,11.0
33300,1.0,14.0
48255,2.0,18.0
48215,2.0,16.0
45760,4.0,13.0
43097,3.0,13.0
40511,4.0,16.0
36708,0.0,17.0
48505,2.0,13.0
18188,4.0,16.0
3701,4.0,
17170,5.0,17.0
48071,2.0,17.0
35640,2.0,15.0
19330,1.0,17.0
46063,3.0,12.0
23935,6.0,24.0
15353,3.0,10.0
13298,2.0,19.0
20121,,16.0
26538,5.0,8.0
46125,3.0,18.0
42582,4.0,18.0
16371,5.0,13.0
15962,6.0,14.0
5802,4.0,14.0
20244,3.0,11.0
13968,3.0,7.0
46924,0.0,5.0
24015,6.0,19.0
13769,4.0,7.0
46509,0.0,5.0
29733,4.0,10.0
16975,1.0,19.0
6810,5.0,15.0
4523,3.0,17.0
9692,1.0,16.0
17225,0.0,60.0
43931,3.0,15.0
6570,3.0,18.0
42787,4.0,19.0
35735,0.0,13.0
30471,,10.0
28495,1.0,13.0
13837,3.0,15.0
31038,0.0,1.0
19046,2.0,13.0
29502,2.0,18.0
21233,2.0,27.0
16122,6.0,19.0
38741,2.0,6.0
32242,5.0,16.0
38432,3.0,11.0
19024,0.0,3.0
26789,4.0,15.0
40766,4.0,17.0
46756,4.0,16.0
24715,3.0,10.0
14580,4.0,15.0
23628,4.0,11.0
39047,3.0,17.0
25903,1.0,18.0
11525,1.0,20.0
46902,1.0,11.0
43283,3.0,14.0
28208,4.0,17.0
44770,2.0,15.0
38504,4.0,
43540,3.0,14.0
4821,4.0,15.0
41430,8.0,17.0
24720,0.0,3.0
41482,5.0,19.0
45250,0.0,2.0
27210,3.0,15.0
36773,4.0,14.0
39568,0.0,3.0
28313,2.0,19.0
44077,2.0,21.0
25754,1.0,
558,0.0,3.0
45727,7.0,18.0
41300,0.0,5.0
39921,4.0,17.0
25791,0.0,0.0
17271,2.0,16.0
1259,,10.0
7028,5.0,9.0
43572,6.0,11.0
20731,2.0,8.0
7534,3.0,11.0
121,3.0,10.0
13611,0.0,4.0
28241,1.0,19.0
4896,3.0,12.0
49084,1.0,17.0
41708,,15.0
25410,2.0,18.0
32239,3.0,19.0
23821,5.0,13.0
20746,2.0,17.0
9007,5.0,16.0
1555,5.0,16.0
8900,5.0,19.0
44291,3.0,13.0
44126,4.0,13.0
31150,,4.0
44220,5.0,
3733,,12.0
15832,2.0,18.0
11738,1.0,15.0
19293,3.0,20.0
40722,2.0,16.0
35207,2.0,15.0
18771,0.0,1.0
9066,3.0,8.0
26755,3.0,12.0
7101,6.0,6.0
24660,5.0,12.0
21168,3.0,20.0
48284,4.0,11.0
40702,4.0,11.0
42134,3.0,16.0
27176,5.0,18.0
38730,5.0,10.0
3841,0.0,0.0
22168,1.0,8.0
48826,,4.0
39551,7.0,20.0
36514,4.0,13.0
37578,4.0,20.0
15341,4.0,5.0
16847,2.0,9.0
13644,5.0,13.0
27970,4.0,10.0
5730,3.0,12.0
32002,2.0,21.0
13574,2.0,
33029,2.0,15.0
47931,1.0,18.0
12187,0.0,3.0
36962,4.0,18.0
42868,1.0,
25593,8.0,16.0
46333,0.0,2.0
35863,1.0,14.0
3208,1.0,17.0
47125,1.0,15.0
45314,1.0,16.0
17220,2.0,10.0
5158,3.0,12.0
10752,1.0,11.0
40843,3.0,
36252,3.0,14.0
20536,1.0,14.0
8073,0.0,5.0
47772,0.0,16.0
29586,6.0,12.0
20946,0.0,3.0
35486,1.0,17.0
7853,2.0,180.0
12773,6.0,14.0
45731,5.0,22.0
19336,5.0,13.0
45131,6.0,18.0
18103,1.0,17.0
49465,3.0,17.0
28450,1.0,17.0
43758,1.0,16.0
33213,0.0,2.0
13813,2.0,17.0
42232,1.0,11.0
4599,5.0,17.0
28642,3.0,15.0
6191,4.0,16.0
44357,7.0,13.0
5318,2.0,12.0
5617,5.0,8.0
28369,3.0,12.0
16174,2.0,19.0
14990,2.0,11.0
9536,4.0,15.0
47655,3.0,12.0
17274,0.0,2.0
27918,4.0,14.0
40646,4.0,15.0
41206,3.0,10.0
37185,2.0,12.0
43491,5.0,9.0
33333,1.0,19.0
21266,0.0,
7776,5.0,16.0
41830,6.0,13.0
27610,2.0,19.0
46537,4.0,11.0
23315,3.0,19.0
13652,6.0,13.0
36991,3.0,17.0
30073,1.0,11.0
4156,3.0,10.0
4418,3.0,18.0
19960,2.0,14.0
39769,4.0,11.0
15800,3.0,14.0
38435,4.0,14.0
33010,2.0,15.0
32655,4.0,14.0
38485,4.0,26.0
28477,0.0,2.0
39444,1.0,15.0
34849,4.0,13.0
42882,3.0,20.0
24657,8.0,15.0
17641,2.0,10.0
39175,0.0,13.0
9659,1.0,15.0
28096,6.0,16.0
838,1.0,11.0
2455,3.0,15.0
20120,2.0,21.0
48972,2.0,19.0
47482,5.0,11.0
48880,3.0,13.0
48759,4.0,13.0
48971,6.0,12.0
49938,0.0,2.0
21683,6.0,15.0
17653,3.0,9.0
17688,1.0,13.0
12205,3.0,18.0
29958,1.0,19.0
2094,2.0,16.0
34818,3.0,10.0
38566,5.0,16.0
36073,2.0,18.0
29230,2.0,19.0
32173,,13.0
19647,3.0,11.0
47047,0.0,1.0
822,4.0,13.0
42816,7.0,13.0
42886,1.0,17.0
48240,0.0,0.0
47063,4.0,11.0
31583,3.0,14.0
39511,2.0,15.0
528,3.0,14.0
48907,6.0,13.0
8577,2.0,13.0
32756,4.0,18.0
30527,3.0,
46709,4.0,12.0
8826,2.0,8.0
4477,4.0,5.0
37708,3.0,17.0
13386,4.0,11.0
7240,0.0,2.0
17542,4.0,11.0
29309,3.0,12.0
26078,5.0,8.0
37058,3.0,14.0
30518,3.0,11.0
45015,0.0,1.0
33473,5.0,17.0
9758,4.0,11.0
38571,0.0,11.0
21472,7.0,15.0
10194,0.0,4.0
40637,2.0,12.0
20488,3.0,15.0
20060,,7.0
47676,0.0,3.0
49771,5.0,13.0
24342,7.0,8.0
6230,1.0,10.0
45495,3.0,13.0
42653,,8.0
45376,3.0,12.0
40564,4.0,10.0
19427,4.0,9.0
41978,1.0,10.0
39967,2.0,
37580,1.0,8.0
3267,4.0,10.0
16482,6.0,12.0
7905,2.0,23.0
21480,2.0,17.0
46397,6.0,13.0
47288,1.0,13.0
40171,2.0,9.0
3284,0.0,9.0
13830,7.0,21.0
19667,6.0,20.0
26780,6.0,130.0
3933,5.0,19.0
38495,4.0,17.0
44614,0.0,6.0
3371,6.0,13.0
2272,5.0,19.0
43231,5.0,9.0
34947,4.0,18.0
41160,1.0,9.0
14745,2.0,7.0
26571,4.0,11.0
11859,3.0,17.0
26199,2.0,19.0
3237,2.0,16.0
11943,0.0,15.0
28662,3.0,11.0
26941,0.0,5.0
29827,7.0,18.0
8997,6.0,13.0
36862,3.0,16.0
37995,1.0,16.0
18982,3.0,
42706,4.0,12.0
12762,3.0,14.0
22451,,11.0
40244,1.0,14.0
44942,1.0,16.0
3345,1.0,15.0
1728,0.0,12.0
3624,2.0,11.0
32805,0.0,0.0
22193,4.0,15.0
48698,0.0,2.0
46437,3.0,20.0
33821,3.0,19.0
7385,4.0,8.0
44116,7.0,15.0
46599,1.0,15.0
16483,4.0,22.0
18746,3.0,12.0
5257,5.0,18.0
37726,0.0,8.0
31558,2.0,22.0
7126,2.0,14.0
16437,5.0,100.0
49709,4.0,13.0
28047,1.0,15.0
29018,2.0,15.0
2144,5.0,11.0
1094,2.0,14.0
40186,2.0,18.0
39367,4.0,12.0
45680,0.0,1.0
15486,3.0,11.0
12060,1.0,13.0
44196,2.0,15.0
43292,0.0,6.0
739,,23.0
40371,2.0,
21990,6.0,13.0
49038,0.0,4.0
45840,5.0,14.0
31565,8.0,10.0
47763,2.0,18.0
28351,0.0,4.0
48932,3.0,18.0
13959,3.0,14.0
9508,2.0,17.0
10155,3.0,15.0
13842,6.0,16.0
19479,5.0,16.0
46973,4.0,14.0
47055,6.0,19.0
25479,0.0,4.0
36063,4.0,18.0
16235,0.0,13.0
45144,5.0,8.0
8730,5.0,
17123,,11.0
21531,4.0,13.0
14491,7.0,16.0
1472,6.0,20.0
20029,3.0,11.0
3177,4.0,9.0
15543,4.0,18.0
6894,3.0,14.0
17126,4.0,13.0
44418,,13.0
12863,0.0,10.0
44169,,11.0
44486,1.0,16.0
12882,6.0,13.0
28231,3.0,15.0
35475,4.0,12.0
11882,5.0,15.0
15905,3.0,16.0
8540,2.0,13.0
16223,4.0,9.0
1769,4.0,11.0
7220,3.0,14.0
47161,0.0,1.0
49575,4.0,8.0
27060,4.0,8.0
31003,1.0,14.0
4892,3.0,18.0
42899,0.0,2.0
17312,,7.0
18765,,9.0
21102,3.0,14.0
6847,2.0,16.0
15361,6.0,8.0
26707,3.0,
34577,0.0,10.0
28503,3.0,15.0
6315,0.0,13.0
13707,0.0,3.0
19369,5.0,130.0
3348,2.0,17.0
23924,7.0,17.0
33510,6.0,10.0
10117,1.0,20.0
14399,2.0,14.0
15459,0.0,18.0
14241,5.0,12.0
7889,5.0,9.0
9383,5.0,13.0
39046,5.0,21.0
47393,4.0,19.0
29817,,17.0
16464,3.0,10.0
23633,5.0,14.0
7788,2.0,11.0
47674,4.0,11.0
21166,4.0,14.0
24840,1.0,15.0
18959,0.0,1.0
