user_id,playlist_adds_last_30d,search_queries_last_30d
259,0.0,8.0
260,3.0,11.0
261,2.0,29.0
262,3.0,8.0
263,6.0,10.0
264,0.0,19.0
265,4.0,24.0
266,11.0,12.0
267,2.0,
268,6.0,12.0
269,2.0,8.0
270,12.0,13.0
271,6.0,11.0
272,3.0,8.0
273,2.0,12.0
274,0.0,17.0
275,4.0,21.0
276,2.0,8.0
277,2.0,9.0
278,4.0,9.0
279,0.0,27.0
280,2.0,
281,2.0,6.0
282,8.0,18.0
283,0.0,17.0
284,3.0,9.0
285,2.0,19.0
286,6.0,17.0
287,2.0,25.0
288,11.0,12.0
289,3.0,27.0
290,5.0,12.0
291,2.0,15.0
292,0.0,10.0
293,1.0,21.0
294,1.0,5.0
295,,18.0
296,0.0,11.0
297,1.0,7.0
298,0.0,35.0
299,0.0,13.0
300,3.0,37.0
301,1.0,5.0
302,4.0,15.0
303,12.0,25.0
304,3.0,13.0
305,,19.0
306,2.0,15.0
307,3.0,3.0
308,4.0,6.0
309,3.0,14.0
310,8.0,4.0
311,6.0,13.0
312,7.0,17.0
313,0.0,21.0
314,5.0,10.0
315,2.0,11.0
316,0.0,6.0
317,11.0,3.0
318,0.0,11.0
319,2.0,9.0
320,14.0,10.0
321,4.0,11.0
322,0.0,4.0
323,0.0,19.0
324,0.0,26.0
325,0.0,9.0
326,5.0,7.0
327,0.0,28.0
328,5.0,19.0
329,6.0,5.0
330,,12.0
331,2.0,4.0
332,7.0,20.0
333,0.0,8.0
334,8.0,10.0
335,2.0,3.0
336,1.0,21.0
337,8.0,23.0
338,0.0,11.0
339,2.0,15.0
340,5.0,8.0
341,8.0,
342,0.0,23.0
343,2.0,16.0
344,0.0,5.0
345,2.0,20.0
346,2.0,8.0
347,0.0,12.0
348,1.0,6.0
349,0.0,19.0
350,2.0,19.0
351,3.0,
352,5.0,3.0
353,0.0,2.0
354,2.0,11.0
355,2.0,7.0
356,2.0,12.0
357,3.0,14.0
358,2.0,19.0
359,7.0,2.0
360,6.0,8.0
361,,6.0
362,1.0,
363,9.0,11.0
364,4.0,8.0
365,4.0,10.0
366,3.0,24.0
367,0.0,16.0
368,0.0,7.0
369,4.0,19.0
370,2.0,8.0
371,0.0,
372,0.0,5.0
373,3.0,21.0
374,0.0,17.0
375,2.0,10.0
376,0.0,18.0
377,0.0,13.0
378,4.0,15.0
379,1.0,33.0
380,6.0,23.0
381,1.0,7.0
382,4.0,10.0
383,10.0,4.0
384,1.0,19.0
385,2.0,13.0
386,4.0,19.0
387,3.0,6.0
388,0.0,15.0
389,2.0,18.0
390,0.0,7.0
391,4.0,4.0
392,6.0,11.0
393,,15.0
394,0.0,39.0
395,9.0,18.0
396,5.0,8.0
397,2.0,13.0
398,3.0,22.0
399,4.0,25.0
400,0.0,14.0
401,6.0,11.0
402,2.0,19.0
403,1.0,12.0
404,4.0,14.0
405,2.0,7.0
406,2.0,13.0
407,1.0,8.0
408,8.0,15.0
409,3.0,3.0
410,2.0,3.0
411,4.0,28.0
412,6.0,16.0
413,6.0,
414,0.0,13.0
415,0.0,16.0
416,7.0,20.0
417,0.0,2.0
418,2.0,22.0
419,2.0,33.0
420,5.0,11.0
421,2.0,22.0
422,,6.0
423,0.0,7.0
424,0.0,6.0
425,0.0,26.0
426,0.0,7.0
427,13.0,3.0
428,3.0,15.0
429,,8.0
430,2.0,5.0
431,4.0,11.0
432,3.0,18.0
433,0.0,15.0
434,13.0,22.0
435,0.0,17.0
436,2.0,20.0
437,2.0,14.0
438,3.0,13.0
439,1.0,11.0
440,2.0,16.0
441,0.0,19.0
442,2.0,22.0
443,1.0,10.0
444,0.0,4.0
445,1.0,11.0
446,4.0,14.0
447,6.0,29.0
448,7.0,14.0
449,7.0,0.0
450,2.0,5.0
451,6.0,9.0
452,12.0,17.0
453,0.0,15.0
454,9.0,9.0
455,0.0,2.0
456,3.0,6.0
457,4.0,10.0
458,5.0,1.0
459,10.0,10.0
460,2.0,13.0
461,10.0,12.0
462,2.0,7.0
463,0.0,12.0
464,2.0,1.0
465,8.0,14.0
466,0.0,20.0
467,1.0,11.0
468,1.0,29.0
469,8.0,15.0
470,1.0,18.0
471,6.0,12.0
472,,18.0
473,7.0,23.0
474,3.0,3.0
475,0.0,10.0
476,2.0,16.0
477,4.0,16.0
478,,7.0
479,6.0,1.0
480,4.0,18.0
481,,21.0
482,0.0,12.0
483,2.0,14.0
484,1.0,14.0
485,2.0,9.0
486,,18.0
487,0.0,6.0
488,10.0,10.0
489,0.0,4.0
490,1.0,20.0
491,6.0,17.0
492,2.0,11.0
493,0.0,12.0
494,0.0,
495,4.0,33.0
496,2.0,2.0
497,4.0,13.0
498,0.0,4.0
499,3.0,25.0
500,6.0,18.0
501,1.0,17.0
502,3.0,13.0
503,0.0,16.0
504,3.0,24.0
505,2.0,15.0
506,0.0,23.0
507,,4.0
508,1.0,9.0
509,3.0,13.0
510,0.0,17.0
511,,3.0
512,0.0,6.0
513,2.0,13.0
514,0.0,15.0
515,2.0,10.0
516,2.0,4.0
517,1.0,22.0
518,,9.0
519,0.0,21.0
520,1.0,10.0
521,1.0,3.0
522,3.0,21.0
523,5.0,5.0
524,6.0,15.0
525,2.0,46.0
526,1.0,22.0
527,3.0,11.0
528,3.0,8.0
529,0.0,7.0
530,8.0,6.0
531,0.0,16.0
532,5.0,16.0
533,0.0,12.0
534,0.0,2.0
535,1.0,5.0
536,2.0,6.0
537,8.0,19.0
538,1.0,25.0
539,3.0,8.0
540,0.0,12.0
541,2.0,7.0
542,0.0,13.0
543,4.0,5.0
544,0.0,16.0
545,1.0,13.0
546,7.0,
547,18.0,18.0
548,1.0,7.0
549,1.0,2.0
550,2.0,10.0
551,3.0,6.0
552,0.0,14.0
553,9.0,9.0
554,0.0,11.0
555,9.0,37.0
556,0.0,
557,9.0,4.0
558,,19.0
559,4.0,5.0
560,0.0,14.0
561,4.0,27.0
562,16.0,27.0
563,3.0,13.0
564,1.0,20.0
565,0.0,15.0
566,3.0,16.0
567,1.0,2.0
568,3.0,8.0
569,3.0,2.0
570,2.0,12.0
571,1.0,15.0
572,4.0,22.0
573,5.0,10.0
574,9.0,11.0
575,3.0,1.0
576,7.0,19.0
577,6.0,13.0
578,0.0,8.0
579,,10.0
580,2.0,10.0
581,1.0,0.0
582,0.0,13.0
583,2.0,15.0
584,2.0,18.0
585,1.0,16.0
586,6.0,15.0
587,3.0,22.0
588,4.0,17.0
589,0.0,16.0
590,5.0,23.0
591,0.0,15.0
592,6.0,31.0
593,3.0,
594,1.0,15.0
595,0.0,12.0
596,1.0,16.0
597,0.0,5.0
598,10.0,8.0
599,3.0,14.0
600,4.0,14.0
601,9.0,15.0
602,0.0,83.0
603,5.0,23.0
604,2.0,9.0
605,4.0,9.0
606,5.0,3.0
607,0.0,3.0
608,1.0,11.0
609,7.0,5.0
610,4.0,12.0
611,0.0,17.0
612,5.0,6.0
613,0.0,6.0
614,0.0,12.0
615,3.0,
616,10.0,18.0
617,1.0,11.0
618,4.0,15.0
619,0.0,4.0
620,,12.0
621,6.0,9.0
622,3.0,25.0
623,4.0,7.0
624,6.0,9.0
625,1.0,14.0
626,1.0,19.0
627,1.0,11.0
628,6.0,14.0
629,7.0,11.0
630,1.0,8.0
631,5.0,5.0
632,3.0,26.0
633,3.0,10.0
634,0.0,22.0
635,0.0,5.0
636,0.0,10.0
637,3.0,12.0
638,3.0,9.0
639,5.0,19.0
640,8.0,6.0
641,1.0,18.0
642,2.0,13.0
643,2.0,12.0
644,2.0,4.0
645,2.0,22.0
646,6.0,11.0
647,0.0,19.0
648,2.0,5.0
649,13.0,2.0
650,1.0,25.0
651,4.0,14.0
652,6.0,15.0
653,6.0,5.0
654,,15.0
655,4.0,7.0
656,1.0,24.0
657,6.0,7.0
658,5.0,17.0
659,1.0,3.0
660,1.0,12.0
661,8.0,1.0
662,0.0,11.0
663,11.0,6.0
664,1.0,4.0
665,4.0,13.0
666,8.0,7.0
667,10.0,24.0
668,1.0,14.0
669,0.0,15.0
670,2.0,9.0
671,0.0,15.0
672,1.0,8.0
673,2.0,14.0
674,1.0,15.0
675,0.0,15.0
676,9.0,4.0
677,6.0,
678,,24.0
679,0.0,32.0
680,2.0,3.0
681,2.0,15.0
682,10.0,1.0
683,3.0,24.0
684,3.0,1.0
685,2.0,14.0
686,0.0,10.0
687,8.0,9.0
688,5.0,5.0
689,3.0,14.0
690,2.0,1.0
691,12.0,14.0
692,7.0,9.0
693,3.0,16.0
694,1.0,7.0
695,2.0,14.0
696,8.0,
697,3.0,11.0
698,5.0,18.0
699,14.0,14.0
700,1.0,9.0
701,1.0,8.0
702,1.0,13.0
703,,13.0
704,0.0,13.0
705,1.0,4.0
706,2.0,12.0
707,0.0,15.0
708,8.0,8.0
709,1.0,15.0
710,0.0,11.0
711,3.0,24.0
712,7.0,11.0
713,7.0,4.0
714,2.0,19.0
715,,19.0
716,2.0,16.0
717,0.0,8.0
718,4.0,
719,1.0,21.0
720,11.0,12.0
721,0.0,9.0
722,,23.0
723,7.0,12.0
724,5.0,2.0
725,4.0,9.0
726,0.0,19.0
727,2.0,21.0
728,2.0,16.0
729,2.0,15.0
730,4.0,11.0
731,1.0,9.0
732,3.0,16.0
733,0.0,23.0
734,1.0,8.0
735,2.0,
736,0.0,13.0
737,7.0,6.0
738,9.0,9.0
739,12.0,24.0
740,3.0,12.0
741,2.0,13.0
742,7.0,6.0
743,0.0,12.0
744,4.0,7.0
745,9.0,26.0
746,0.0,23.0
747,3.0,17.0
748,2.0,
749,3.0,14.0
750,7.0,10.0
751,3.0,21.0
752,4.0,7.0
753,0.0,11.0
754,6.0,10.0
755,2.0,5.0
756,0.0,7.0
757,6.0,13.0
758,11.0,9.0
759,2.0,9.0
760,4.0,22.0
761,0.0,5.0
762,0.0,
763,0.0,2.0
764,0.0,4.0
765,0.0,7.0
766,9.0,29.0
767,7.0,21.0
768,10.0,3.0
769,5.0,6.0
770,4.0,21.0
771,4.0,15.0
772,0.0,1.0
773,2.0,12.0
774,2.0,15.0
775,2.0,9.0
776,1.0,5.0
777,4.0,3.0
778,0.0,9.0
779,1.0,7.0
780,2.0,7.0
781,0.0,10.0
782,6.0,12.0
783,1.0,28.0
784,1.0,13.0
785,2.0,12.0
786,7.0,20.0
787,0.0,15.0
788,0.0,15.0
789,2.0,15.0
790,5.0,6.0
791,4.0,18.0
792,3.0,15.0
793,0.0,14.0
794,0.0,8.0
795,,1.0
796,1.0,17.0
797,3.0,12.0
798,5.0,21.0
799,1.0,9.0
800,1.0,22.0
801,5.0,30.0
802,5.0,9.0
803,4.0,
804,,
805,0.0,7.0
806,1.0,6.0
807,1.0,16.0
808,2.0,6.0
809,2.0,7.0
810,1.0,11.0
811,0.0,25.0
812,7.0,5.0
813,1.0,20.0
814,9.0,5.0
815,16.0,12.0
816,3.0,19.0
817,3.0,3.0
818,3.0,15.0
819,0.0,17.0
820,0.0,17.0
821,0.0,13.0
822,2.0,1.0
823,2.0,12.0
824,3.0,19.0
825,5.0,9.0
826,3.0,9.0
827,0.0,19.0
828,10.0,5.0
829,2.0,22.0
830,7.0,9.0
831,4.0,15.0
832,2.0,22.0
833,12.0,10.0
834,1.0,3.0
835,1.0,11.0
836,3.0,26.0
837,2.0,15.0
838,8.0,23.0
839,7.0,20.0
840,0.0,17.0
841,2.0,6.0
842,4.0,8.0
843,2.0,7.0
844,3.0,22.0
845,4.0,
846,2.0,17.0
847,5.0,19.0
848,15.0,6.0
849,0.0,8.0
850,2.0,20.0
851,1.0,7.0
852,5.0,10.0
853,0.0,15.0
854,0.0,25.0
855,1.0,13.0
856,3.0,10.0
857,3.0,8.0
858,0.0,12.0
859,5.0,8.0
860,4.0,10.0
861,1.0,10.0
862,2.0,5.0
863,0.0,7.0
864,2.0,11.0
865,3.0,9.0
866,0.0,10.0
867,,6.0
868,0.0,10.0
869,4.0,8.0
870,2.0,5.0
871,5.0,10.0
872,12.0,4.0
873,1.0,16.0
874,2.0,12.0
875,3.0,9.0
876,5.0,12.0
877,3.0,10.0
878,4.0,22.0
879,1.0,7.0
880,1.0,10.0
881,3.0,8.0
882,0.0,4.0
883,,12.0
884,5.0,15.0
885,2.0,26.0
886,11.0,10.0
887,0.0,14.0
888,1.0,6.0
889,,14.0
890,0.0,15.0
891,4.0,4.0
892,3.0,16.0
893,0.0,3.0
894,0.0,12.0
895,5.0,7.0
896,9.0,3.0
897,1.0,2.0
898,1.0,11.0
899,3.0,13.0
900,6.0,7.0
901,0.0,6.0
902,5.0,15.0
903,0.0,7.0
904,1.0,9.0
905,1.0,4.0
906,3.0,12.0
907,1.0,17.0
908,6.0,19.0
909,0.0,32.0
910,5.0,4.0
911,8.0,8.0
912,0.0,13.0
913,0.0,20.0
914,3.0,9.0
915,16.0,43.0
916,4.0,29.0
917,0.0,21.0
918,0.0,29.0
919,2.0,17.0
920,3.0,3.0
921,7.0,
922,6.0,18.0
923,5.0,22.0
924,0.0,
925,2.0,12.0
926,5.0,4.0
927,0.0,9.0
928,10.0,13.0
929,10.0,16.0
930,7.0,7.0
931,5.0,24.0
932,2.0,3.0
933,6.0,9.0
934,7.0,7.0
935,2.0,9.0
936,0.0,12.0
937,1.0,21.0
938,7.0,20.0
939,1.0,29.0
940,3.0,10.0
941,0.0,3.0
942,2.0,30.0
943,0.0,7.0
944,3.0,11.0
945,5.0,10.0
946,0.0,11.0
947,6.0,
948,7.0,6.0
949,1.0,12.0
950,0.0,5.0
951,0.0,
952,0.0,17.0
953,1.0,11.0
954,1.0,13.0
955,4.0,9.0
956,1.0,11.0
957,6.0,32.0
958,5.0,8.0
959,0.0,7.0
960,1.0,17.0
961,11.0,26.0
962,3.0,14.0
963,8.0,5.0
964,0.0,6.0
965,1.0,11.0
966,0.0,11.0
967,4.0,14.0
968,1.0,15.0
969,0.0,9.0
970,0.0,18.0
971,0.0,4.0
972,1.0,10.0
973,1.0,10.0
974,6.0,10.0
975,0.0,13.0
976,18.0,1.0
977,1.0,11.0
978,0.0,9.0
979,3.0,12.0
980,1.0,11.0
981,0.0,9.0
982,,25.0
983,0.0,9.0
984,8.0,16.0
985,0.0,7.0
986,2.0,11.0
987,0.0,7.0
988,2.0,12.0
989,7.0,6.0
990,4.0,24.0
991,4.0,33.0
992,1.0,16.0
993,0.0,10.0
994,0.0,15.0
995,0.0,14.0
996,4.0,19.0
997,15.0,7.0
998,0.0,
999,0.0,13.0
1000,8.0,6.0
1001,2.0,17.0
1002,10.0,8.0
1003,5.0,7.0
1004,2.0,16.0
1005,7.0,30.0
1006,,9.0
1007,2.0,18.0
1008,2.0,15.0
1009,6.0,4.0
1010,0.0,15.0
1011,0.0,5.0
1012,4.0,16.0
1013,0.0,14.0
1014,4.0,12.0
1015,2.0,11.0
1016,19.0,18.0
1017,3.0,7.0
1018,2.0,11.0
1019,11.0,8.0
1020,4.0,16.0
1021,1.0,6.0
1022,10.0,10.0
1023,6.0,11.0
1024,0.0,7.0
1025,6.0,12.0
1026,9.0,7.0
1027,2.0,19.0
1028,9.0,17.0
1029,,38.0
1030,2.0,3.0
1031,1.0,13.0
1032,0.0,9.0
1033,0.0,16.0
1034,4.0,15.0
1035,2.0,3.0
1036,1.0,18.0
1037,0.0,2.0
1038,2.0,13.0
1039,0.0,14.0
1040,6.0,10.0
1041,0.0,14.0
1042,7.0,5.0
1043,3.0,23.0
1044,2.0,7.0
1045,3.0,8.0
1046,2.0,12.0
1047,0.0,18.0
1048,2.0,17.0
1049,1.0,6.0
1050,6.0,23.0
1051,1.0,15.0
1052,1.0,18.0
1053,2.0,27.0
1054,6.0,13.0
1055,4.0,7.0
1056,3.0,28.0
1057,0.0,16.0
1058,0.0,15.0
1059,3.0,20.0
1060,2.0,13.0
1061,3.0,8.0
1062,4.0,12.0
1063,3.0,26.0
1064,0.0,26.0
1065,6.0,9.0
1066,3.0,7.0
1067,0.0,23.0
1068,0.0,23.0
1069,1.0,15.0
1070,5.0,8.0
1071,0.0,15.0
1072,4.0,9.0
1073,8.0,12.0
1074,1.0,27.0
1075,7.0,32.0
1076,1.0,34.0
1077,4.0,7.0
1078,8.0,12.0
1079,2.0,5.0
1080,5.0,13.0
1081,3.0,13.0
1082,2.0,12.0
1083,6.0,13.0
1084,6.0,15.0
1085,2.0,19.0
1086,5.0,7.0
1087,7.0,6.0
1088,0.0,3.0
1089,1.0,20.0
1090,10.0,7.0
1091,8.0,15.0
1092,0.0,34.0
1093,1.0,9.0
1094,4.0,29.0
1095,0.0,13.0
1096,0.0,5.0
1097,5.0,7.0
1098,2.0,12.0
1099,3.0,13.0
1100,3.0,11.0
1101,1.0,10.0
1102,2.0,12.0
1103,1.0,14.0
1104,7.0,17.0
1105,7.0,11.0
1106,4.0,5.0
1107,0.0,5.0
1108,0.0,6.0
1109,23.0,12.0
1110,2.0,25.0
1111,1.0,21.0
1112,17.0,22.0
1113,3.0,5.0
1114,9.0,25.0
1115,0.0,18.0
1116,6.0,9.0
1117,2.0,17.0
1118,8.0,5.0
1119,6.0,9.0
1120,0.0,34.0
1121,3.0,8.0
1122,2.0,9.0
1123,1.0,12.0
1124,1.0,3.0
1125,8.0,8.0
1126,3.0,7.0
1127,9.0,11.0
1128,7.0,13.0
1129,5.0,11.0
1130,0.0,11.0
1131,2.0,22.0
1132,12.0,21.0
1133,2.0,
1134,3.0,
1135,1.0,31.0
1136,3.0,20.0
1137,6.0,62.0
1138,2.0,11.0
1139,6.0,18.0
1140,0.0,20.0
1141,4.0,7.0
1142,4.0,19.0
1143,2.0,18.0
1144,6.0,6.0
1145,5.0,11.0
1146,3.0,20.0
1147,4.0,10.0
1148,,25.0
1149,9.0,25.0
1150,0.0,15.0
1151,0.0,13.0
1152,1.0,10.0
1153,6.0,9.0
1154,2.0,8.0
1155,4.0,
1156,10.0,21.0
1157,8.0,5.0
1158,0.0,8.0
1159,8.0,12.0
1160,3.0,15.0
1161,12.0,6.0
1162,1.0,16.0
1163,2.0,10.0
1164,2.0,10.0
1165,8.0,20.0
1166,5.0,7.0
1167,0.0,23.0
1168,,19.0
1169,1.0,7.0
1170,0.0,11.0
1171,3.0,16.0
1172,5.0,8.0
1173,6.0,16.0
1174,5.0,
1175,2.0,16.0
1176,2.0,
1177,0.0,14.0
1178,13.0,3.0
1179,0.0,
1180,2.0,10.0
1181,2.0,15.0
1182,6.0,13.0
1183,1.0,10.0
1184,5.0,18.0
1185,2.0,14.0
1186,,12.0
1187,0.0,
1188,4.0,10.0
1189,9.0,11.0
1190,2.0,18.0
1191,1.0,5.0
1192,0.0,15.0
1193,2.0,11.0
1194,10.0,14.0
1195,1.0,15.0
1196,6.0,9.0
1197,3.0,13.0
1198,0.0,11.0
1199,2.0,17.0
1200,2.0,17.0
1201,,20.0
1202,0.0,9.0
1203,0.0,15.0
1204,2.0,12.0
1205,0.0,8.0
1206,3.0,7.0
1207,7.0,2.0
1208,6.0,12.0
1209,1.0,6.0
1210,2.0,29.0
1211,2.0,1.0
1212,5.0,24.0
1213,1.0,20.0
1214,0.0,3.0
1215,2.0,13.0
1216,10.0,10.0
1217,,20.0
1218,0.0,14.0
1219,2.0,13.0
1220,6.0,4.0
1221,1.0,15.0
1222,3.0,12.0
1223,,13.0
1224,1.0,9.0
1225,0.0,15.0
1226,3.0,7.0
1227,2.0,2.0
1228,5.0,9.0
1229,0.0,9.0
1230,9.0,22.0
1231,3.0,10.0
1232,1.0,18.0
1233,1.0,20.0
1234,2.0,10.0
1235,2.0,16.0
1236,0.0,14.0
1237,1.0,21.0
1238,4.0,12.0
1239,10.0,9.0
1240,0.0,9.0
1241,4.0,9.0
1242,6.0,5.0
1243,6.0,3.0
1244,1.0,14.0
1245,4.0,2.0
1246,0.0,12.0
1247,1.0,15.0
1248,,5.0
1249,6.0,4.0
1250,13.0,11.0
1251,1.0,26.0
1252,4.0,16.0
1253,0.0,15.0
1254,0.0,15.0
1255,1.0,3.0
1256,0.0,18.0
1257,15.0,13.0
1258,10.0,8.0
1259,10.0,5.0
1260,4.0,11.0
1261,3.0,9.0
1262,10.0,27.0
1263,8.0,37.0
1264,5.0,6.0
1265,8.0,19.0
1266,,12.0
1267,9.0,13.0
1268,0.0,12.0
1269,5.0,19.0
1270,4.0,7.0
1271,1.0,18.0
1272,7.0,12.0
1273,1.0,9.0
1274,8.0,7.0
1275,2.0,9.0
1276,12.0,4.0
1277,3.0,6.0
1278,0.0,20.0
1279,6.0,10.0
1280,4.0,8.0
1281,1.0,11.0
1282,9.0,13.0
1283,1.0,19.0
1284,3.0,14.0
1285,0.0,11.0
1286,3.0,14.0
1287,5.0,7.0
1288,2.0,1.0
1289,0.0,1.0
1290,10.0,15.0
1291,1.0,6.0
1292,3.0,2.0
1293,,6.0
1294,0.0,14.0
1295,1.0,8.0
1296,,5.0
1297,4.0,5.0
1298,3.0,14.0
1299,1.0,6.0
1300,1.0,29.0
1301,0.0,5.0
1302,0.0,8.0
1303,4.0,14.0
1304,0.0,7.0
1305,9.0,28.0
1306,3.0,5.0
1307,2.0,11.0
1308,2.0,30.0
1309,6.0,7.0
1310,8.0,28.0
1311,1.0,7.0
1312,6.0,5.0
1313,2.0,27.0
1314,0.0,
1315,4.0,5.0
1316,3.0,18.0
1317,0.0,4.0
1318,1.0,10.0
1319,0.0,41.0
1320,17.0,10.0
1321,0.0,16.0
1322,2.0,9.0
1323,2.0,9.0
1324,1.0,21.0
1325,0.0,41.0
1326,5.0,8.0
1327,0.0,15.0
1328,2.0,12.0
1329,8.0,8.0
1330,0.0,18.0
1331,0.0,5.0
1332,2.0,18.0
1333,0.0,3.0
1334,0.0,11.0
1335,2.0,16.0
1336,1.0,12.0
1337,8.0,6.0
1338,9.0,12.0
1339,2.0,21.0
1340,3.0,6.0
1341,0.0,9.0
1342,3.0,23.0
1343,3.0,18.0
1344,2.0,4.0
1345,0.0,17.0
1346,1.0,10.0
1347,11.0,12.0
1348,0.0,4.0
1349,0.0,15.0
1350,,18.0
1351,1.0,3.0
1352,0.0,22.0
1353,11.0,9.0
1354,2.0,32.0
1355,7.0,22.0
1356,0.0,16.0
1357,4.0,22.0
1358,8.0,14.0
1359,6.0,5.0
1360,2.0,4.0
1361,6.0,22.0
1362,1.0,10.0
1363,0.0,23.0
1364,0.0,15.0
1365,2.0,19.0
1366,10.0,6.0
1367,1.0,15.0
1368,0.0,16.0
1369,3.0,20.0
1370,0.0,2.0
1371,1.0,9.0
1372,0.0,13.0
1373,1.0,20.0
1374,0.0,9.0
1375,2.0,9.0
1376,6.0,12.0
1377,0.0,15.0
1378,1.0,11.0
1379,0.0,22.0
1380,9.0,18.0
1381,11.0,28.0
1382,2.0,24.0
1383,6.0,12.0
